uid,text,predicted
22444,@ RaiKaiKunai @ jada _ official _ you â€™ re right ðŸ˜­ðŸ˜­ I â€™ ll keep y â€™ all updated ðŸ¥´  ,neutral
40231,@ MaryamNSharif Madam thanks u so much . Buhat se gareebo ko ic sarak py aany se bhoke hatam hogai hai n buhat se bim â€¦ https // t . co / tqSGvZHLrr  ,positive
3892,RT @ Norafatehi Main turpeya ghar se dur ! # TurpeyaSong OUT NOW https // t . co / rl637Jbt8p @ Bharat _ TheFilm @ BeingSalmanKhan @ aliabbaszafar @ at â€¦  ,neutral
14812,@ RoflGandhi _ @ anubhavsinha Nahi chalegi .... achhi films chalti nahi hain . Faltu ka drama karenge jaat-paat wale . Su â€¦ https // t . co / XjmFhguoFR  ,negative
20898,@ bittusempire @ ArunbajpaiRajan Ek Atanki musalman Vaseem ne .. desh me Ashanti paida karne ke liye ek nirdosh BJP ka â€¦ https // t . co / xmkreHhS6G  ,neutral
480,Kudos guys well deserved win # uclfinal Mawulorm Salah Mane Keli Tasha Deladem Kludze Desmond Kumeko Paschal Anfield Kale  ,neutral
35470,@ ManojTiwariMP @ nsitharaman @ narendramodi @ AmitShah @ BJP4Delhi @ BJP4India Jai hind Jai bharat Jai Sri Ram Bhaiya Abki bar Delhi Fateh .  ,neutral
14963,@ iVeenaKhan @ javerias shame on you apni aukaat me raho tm kch followers kia bn gae tmare aukaat se bhr nikal gai ho tm  ,negative
41150,@ asadowaisi tu sale suwar hai tu sudhar ne wala nhi hai Teri jubaan bahut chalne lgi lagta katni padegi tu desh me â€¦ https // t . co / NxyzVeeUKc  ,negative
42667,@ narendramodi Shri Narendra Modi Ji pranam mai aap ko dekh kar bahut prabhavit hua hun mera man aap se milne aur aa â€¦ https // t . co / OBcV9L59YC  ,positive
13470,Sarfraz Kuttey ka bacha tumney Shoaib Malik or Asif ko Q nahi liya West Indies k against . Captaincy nahi aati to ja â€¦ https // t . co / tf4dVSHaId  ,negative
33834,@ OfficialUrmila @ INCMumbai Himmat na hariye kousis karne walo ki har nahi hoti ekdin janta ko moujuda sarkar ki na â€¦ https // t . co / gF9hb6Q0Vy  ,neutral
26310,@ BhaiDujana @ dwivedi344 Bsdk ke Pakistani apne baap ko nhi jaan paye . Marege tu bhi bsdk Tera thekedar bhi Jo pa â€¦ https // t . co / NBRcnqhvz3  ,negative
32687,@ kanika _ jii Mat bahao khoon gairo ke liye Ehsas nahi h jise tumhare hone ka Ho Jaana chahiye door jhoote logo s â€¦ https // t . co / bzQCyRwvRM  ,negative
35488,Dear Paresh Ji Many Many Happy Returns of the Day Kai Janam Dino Ki Kadi Jhilmilaate Rahen Banke Khusiyon Ki Ladi  ,positive
11910,@ PMO _ NaMo modi ji ko jeet ki bahut badhai Ab hamari umid or vinati hai ki curruption free india par kaam karen jo â€¦ https // t co / DRkHxTAL5Z  ,positive
18564,@ Shafaq3 _ x I like your confidence . Kaash aisa confidence hamari team mai ajai .  ,neutral
32618,@ PIB _ India @ kirantishapand1 @ naqvimukhtar Heartfelt congratulations to you All the very best for your future endeavours  ,positive
41276,May Allah swt forgive us and our parents for all of our sins ; and may our Imaan strengthen with each day passing . I â€¦ https // t . co / bnhZQxUmEG  ,positive
43171,@ PiyushGoyal @ narendramodi @ sureshpprabhu Yes all the best as Rail Minister . Aapko . bhut bhut badhaiya v Hardik shubhkamna Sabji  ,positive
6450,RT @ Asmaasiff Whoever reading this Allah apko tamam khushiyon se nawazay or apki sari pareshaniyan door krdy â¤  ,positive
13775,Har Jagah Pathano ko hi humiliation ka nishana banatey hai . While rest of Pakistani Boiss ( not all ) are way too tha â€¦ https // t . co / uPMB4irEmM  ,negative
22635,@ anuragkashyap72 Ghatiya c grade picture bana bana ke iska demaag bhi vaisa hi hogaya hai .. ganjedi saala phook ke â€¦ https // t . co / sIQMv3tLa6  ,negative
31014,@ ShahbazTaseer Ye jhal jhal k maray ga gaandu ase gandi nasal ka ha modi ka prostitutes wala pajama nae dekhta bc  ,negative
20349,@ mecchi5858 @ GautamGambhir @ BJP4India @ mimichakraborty @ nusratchirps No RSS NAHI SIKHATA AAAPS MAI BAIR RAKHNA ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,negative
43692,@ nidhichoudhari @ Anil4Joseph I am always with you ... # godse jindabaad . # pakistan murdabad  ,neutral
17318,@ nailainayat Koi is bahut he bade walley c ****** e ko bataye it was a war not a jihad to spread islam geography k â€¦ https // t . co / lGX6g45rhd  ,negative
26255,@ ashish30sharma Really . Ashishji aaj 8 years baad bhi log cgm ki complt hone ki umid rakhte hai . kitna gehra prabhav â€¦ https // t . co / l9RawI4Vtp  ,neutral
21686,@_ UppaL _ @ sonamohapatra Bhosdiwale Likhna to aata nhi tere ko Kyu gaand mra rha h Chutiye Fucking dumb cunt Angrez laude ki aulaad  ,negative
15928,@ AmitShah Hamare Desh Ke Pati BJP Jit Gai Hai Jit Ke Khusi Orissa Me Fany Tufan Me Garibo Ke Barbad Hue Ghar Ko Ba â€¦ https // t . co / nwWZAjacpb  ,negative
34835,RT @ iAnishchawla Desi families love and care for each other in every moment .... Bimaar ek hota h khichdii poora khaandan khta hai .. ðŸ˜‚ ðŸ˜‚ ðŸ˜‚  ,negative
37287,Tum jeeto Ya Haaro Hamein Tum Sy Pyaar Hai ðŸ˜‚ðŸ˜‚ðŸ˜‚ Well Done @ windiescricket and Performance of Pakistani Team was ver â€¦ https // t . co / 3tpOY9lNWr  ,positive
890,@ oldschoolmonk Bilkul sahi aaj ki generation badi naazuk si ho gyi hai .... Humne to engineering hostels mai 4 roo â€¦ https // t . co / dW0OUd6RRy  ,neutral
18462,@ Atikaali16 @ Nyabmahi @ EParray @ eimancheema @ TinkerB609 @ YoungsMaira Maheen jaisa 3sra b koi nahi  ,neutral
42863,@ Kavita _ Sharma4 Tu he nomber one cu Ham tumare jitana niche nahi gir sakate dogali kahi ki  ,negative
32815,@ RoshanKrRai Really ... nice ... bahut champions trophy champions trophy krte hai ....  ,neutral
25967,@ ashutosh83B @ aajtak @ sardanarohit @ sardesairajdeep @ aroonpurie Would love to c u on @ republic  ,negative
7432,you love our look and aesthetic but you call make us archaic hmmmm ok  ,positive
3104,RT @ AmnaKaSamnaa Now now Jiya that was way too much . Aisay kaisay chordiya usko police ke saath or kisi ko bataya hi nahi ? Supporting Jiya â€¦  ,neutral
40467,@ ThinkTankPmlN7 Real option to dia hi nahi ... SHARIF KHANDAN ... Tumhari family ka her shakhs bhaga hua hai chori ke â€¦ https // t . co / 8Arfn3XcUA  ,negative
22041,RT @ bun __ candy i love one (1) scene kid and its dino-sour cookie everyone else leave # cookierun https // t . co / Dda2y0rkMg  ,neutral
40836,@ INCIndia Rahul gandhi ki har nahi ye to modi or vikas ki jeet he  ,negative
17805,@ chitraaum aaye padhare hamare aagan me !!! Itni garmi me app itne logo k sath !!! Nice to see you in Ahmadab â€¦ https // t co / 1dcVKh31bw  ,negative
20230,@ BoduBD4452 @ AmitJaiswaal Congress k haar jane pr anek logo ka mansik santulan bigad gaya hai He is one of them ðŸ˜‚ðŸ˜‚  ,negative
32014,@ theskindoctor13 Are doctor bhaiiii thinking level infinityyyyy Kahaaa se laaate hooo sir aisaaa content ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ salute to u  ,negative
10085,@ MD _ gujjarr budget jab tak Properly divide nahi hoga tabtak isii trha k jugaar pr chalta rhy ga mulk  ,negative
7786,Bapu ji at last worked for gaining the Miniorty trust But chanted Hey Ram till last breath can you build Ram M â€¦ https // t co / ZxdQRqvcv6  ,neutral
29608,@ asli _ sapna Rajnath singh knows me very well .  ,neutral
20362,Sunei # BJP ke spoke person @ rsprasad Ravi Shankar parsad kiske hain Tho karo media par # BJP ki dalali karte hain â€¦ https // t co / TkCSVTyeGA  ,neutral
11369,@ ArjunKapoorCafe @ arjunk26 @ yrftalent @ raapchik _ films @ foxstarhindi @ saregamaglobal @ anshulakapoor Oh sir ma ap ka â€¦ https // t . co / zfPEbSmXxg  ,neutral
10709,Hey didi . ye Jo ap senti senti quoted dalte ho Insta story p ... . then do u expect this https // t . co / kslvLSTrU5  ,negative
15240,@ WorldJat West up se kisi ko toh bana rahe hai Hamare bundelkhand se last time bi koi nai tha is bar bi koi nai ha â€¦ https // t co / 1AgH0hF9iv  ,neutral
10347,RT @ awk _ doc Kal to JCB ki khudai me bhi sex khoj liya laundo ne . Wo din door nahi jab ise dekhke bhi horny feel karne lage https // t . co / uw â€¦  ,neutral
35585,Bhartiy rail ka ghor laparwahi hai ye Ac boggi se Luggage gayab hona aur tt dwara ye kahna ki extra log nhi the tab â€¦ https // t . co / naHc7IJKbu  ,negative
44476,Ye @ Swamy39 bhi hamesha media me bane rehna chahte Hain . Apne aap ko modi ki tarah lokpriya samajhte Hain . https // t . co / gUTOTUQnca  ,positive
19170,RT @ I _ Angel101 Kabar me dafnaate hi Sare rishte tut jate h Chand dino mein apne Apno ko bhul jate h Koyi nahi rota umar Bhar kisi ke li â€¦  ,neutral
19644,@ narendramodi sir aaj kal jo media dika rahi hai wo kehte hai modi ji jaath dekh kar kaam nahi karenge . Muslim ko â€¦ https // t . co / IX2O538A7f  ,neutral
16027,@ fara _ yousaf Both look great . Is this really your dhabba ?  ,positive
29621,@ SirPareshRawal @ narendramodi Wish u a very happy birthday sir Baba mahakal apko hmesha swasth rkhe @ SirPareshRawal  ,positive
35243,RT @ Manish94272424 # BEdTET2011 Lakho yuva berojgar 8salo se anginat bar twit kr chuke h . ab tk unka problem solve nhi huaa . unka kalyan kiji â€¦  ,negative
38456,But apparently my accent is really good !??!? @ Inariizushi is always telling me so but IDK I RARELY GET TO SPEAK . I â€¦ https // t . co / cgF2xgq9gK  ,neutral
35731,RT @ Being _ Rofique For me - there is nothing in d world more important than # Namaz Mera Zindigi se v Badhkar ek he chez hai # Namaz # 4Da â€¦  ,neutral
21924,@ ashutosh83B @ AamAadmiParty @ yadavakhilesh @ SanjayAzadSln @ JhaSanjay @ ArvindKejriwal @ BJP4India Sun be KALIYE .. sak â€¦ https // t . co / 0XPNql9k9C  ,neutral
8156,RT @ bookmyshow Saal tha 1964 daud tha The Great Russian Circus ka aur waqt tha Bharat ke rangeen jawaani ka ! @ Bharat _ TheFilm releases o â€¦  ,neutral
4633,@ IMinakshiJoshi @ SadhviPragya _ MP Mujhe bhi hindu hone per garv hai Per aisa karne walon ke sakht khilaf har hindu â€¦ https // t . co / 3DhOZwYt4Q  ,neutral
20675,@ Vish161294 @ asadowaisi @ INCIndia @ BJP4India Jaakey dekhkar aaye bolkey toh hum bolrey It's 100 folds better than where he is residing  ,negative
10776,RT @ SanataniRudra @ theskindoctor13 Bhagidar nahi hissedar ....... Ek aur pakistan banne ko hai taiyar  ,negative
12110,Happy Birthday @ SirPareshRawal Ji ðŸŽ‚ðŸ™â¤ï¸ Apke films dekh dekhkar hi toh main zinda hu ðŸ™ðŸ™‚ https // t co / WKw6vKyGW2  ,positive
33700,@ aajtak @ PankajJainClick Election jo aagya h Ab free free free ka lollipop de dega Delhi walo Ko 4 saal se kya kar rahe they ???  ,neutral
8281,Mummy indu bole koi mare gaaliya de kuch bhi kare tum us level p mat giro agar us situation se nahi nikl sakte to bhagwan ka naam lo  ,negative
43132,@ AnupamPKher @ GautamGambhir Na khud kisi asli mudde pe bolege na bolne denge .. Na khud kuch krege ... na kisi ko krn â€¦ https // t . co / hPNgqsZxAC  ,negative
10450,@ MaryamNSharif Chal khoti diye bachiye gadhar teri moat bhi confirm hai Qatari ki rakhel teri maa nu lun https // t . co / b7cdah3AEw  ,negative
10706,@ thewittydoctor Chup ! Apno ko badnaam mat kar dekh le jaan le kaun apna kaun paraya ... Khushnasibi ae apno ka apna â€¦ https // t . co / j3snrmk33C  ,negative
40674,RT @ vinodnaik29 @ sanjaynirupam Evm row me congress sabse fisaddi nikli @ AamAadmiParty ne jab muhim chheda tha to congress chudi pahan ke m â€¦  ,negative
9057,Pura Bharat Desh Vikas Shree Ram Mandir j & k ka 35a370 aur aatankvadiyo k liye Modiji aapko chuna gya hai Pur â€¦ https // t co / 3dQPVB1KiZ  ,positive
7923,@ LordOfTheWinks @ DRETmanor Yahi log hote hai jo rajma chawal ke naam pe kidney beans in brown gravy with boiled ric â€¦ https // t . co / UP7UYdHWWo  ,negative
31902,Happy birthday bro ðŸŽŠðŸŽ‰ðŸŽˆ Allah yasa kafi kaduna tsayi ðŸ™ðŸ¾ https // t co / l2eTrgjOVs  ,positive
36127,@ nadeemiba You're lying .. no one is on Pvt your all are on sarkari kharcha  ,neutral
18774,@ ThatDopedGuy @ Jhalla _ wallah Yaha benchod 2 minute mein Maggie nahi banti aur ye 4 minutes mein copy tweet chipka dete hai ðŸ˜‚  ,negative
21545,@ ShkhRasheed Muft ka umra .... public money wasted by these jokers  ,neutral
12143,RT @ Amin _ Nuestt Dear you I automatically smile when i see you .  ,positive
14657,@ Dear _ Zindagii _ @ Devil __ 017 @ Officialneha bachpan mein koi bhi kuch bji bole ya gali de toh school mein bachhe aisa â€¦ https // t co / Z1uiiZy1Kc  ,neutral
11180,@ wajih _ sani Is becharay @ wajih _ sani ki bhi kya life hai .. is ne socha tha ye bara ho ke anchor banay ga .. is ka ti â€¦ https // t . co / vpIKi9L1eV  ,neutral
29090,RT @ BeingSalmanKhan Paanch Saal ho Gaye jai ho ko . Thank u bhi bolo n Help 3 people n ask them to help 3 more . Jai jawaan jai kisaan jai â€¦  ,positive
42111,@_ Mansoor _ Ali @ ExpressNewsPK Full of filth .. tu apna moo band he rakh bahi  ,negative
11239,Dabay dabay paau'n say .... aaye holay holay zindagiiii ~ ðŸ¤­ðŸŽ¶â¤ @ WaseemBadami hola pal .ðŸ¤§ https // t . co / hcERQvoW0C  ,neutral
29610,THE HASHTAGS OGMYIF I LOE HIM SO KUCH https // t . co / BKzoKCrUdH  ,neutral
21406,@ anubhavsinha @ ayushmannk i saw the trailer article 15 ... its good .. But u didn't mention reservation in the movie ..â€¦ https // t . co / YVT7WHkMR3  ,neutral
24384,@ narendramodi MR MODI JI AAP KO BJP KO JEET KI BAHUT BAHUT VADAI HO KISANO KI BEHRTI KE LIYE UN KA KARZ â€¦ https // t co / YAGlMiherZ  ,positive
41518,@ fazalmallick samvidhan ki prati hetu karyalay aana aavasyak nahi hai Yadi party ka samvidhan hoga to uski prarti â€¦ https // t co / k5CeaGc8PH  ,neutral
31776,RT @ KareenaUpdates According to me Shefali (@ ShefaliShah _) has done a show like Delhi Crime and I think it is one of the best performance â€¦  ,neutral
43273,@ priyankagandhi In India any more . Aur ye jo tumlog nautanki laga rakhe ho Rahul Nehru wala kis ko koi farak nahi p â€¦ https // t . co / jy9L8ItRF6  ,negative
31566,Eid Mubarak Handmade Greeting Card - Paper Crafts - Eid Ul Fitr - Ramadan # EidMubarakHandmadeGreetingCard â€¦ https // t co / aAiOc3zh7H  ,positive
14858,2007 wc me Pakistan ðŸ‡µðŸ‡° ne Pehla match west indies se hara tha oor south Africa ðŸ‡¿ðŸ‡¦ ne Bangladesh ðŸ‡§ðŸ‡© se match hara th â€¦ https // t . co / 1HKQ4E7H51  ,neutral
25728,RT @ Sanjayr39788930 @ PMOIndia @ narendramodi @ AmitShah sir logo ko kanun sai DAAR hath Gaya hai sabhi Kisi Ka BHI goli mar dete hai or 2 y â€¦  ,neutral
41497,@ RajanShukla _ @ ravindraj12 Ammi jaan kehti thi koi dhandha chota nahi hota aur dhandhe se bada koi dharam nahi hot â€¦ https // t co / rRQZ9TLIzy  ,negative
21577,Shivi kab post karegi ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ https // t . co / IQjx5rmXO2  ,neutral
20037,RT @ SnGComedyIN # PMNarendraModi movie maat dekhna par review toh dekhlo ðŸ¤˜ðŸ» Link https // t . co / 5pKde99fgI https // t . co / 9H3U1LJO8G  ,neutral
42364,@ Tanvi _ binani @ Rammi @ shivaniijaganii That's really helpful ! Thank you so much .  ,positive
14290,# NamoAgain Always hum sab Modi ji ke bade fan he islie celebrity bas naam ke he or hamare Modi hi Humare dil se maa â€¦ https // t . co / hHBGRWsQvg  ,positive
38269,@ Hamza _ Hashmi11 To wo harkaty he aisi karta he sala ramzan transmission me apni engagement karwa rha he  ,neutral
14600,Abyyyy yarrrrrr apni purani chats phar ke yakeen nahi a raha ye baty main ny he ki hy ðŸ˜¬  ,negative
28853,Tbh Pakistan ki Jo female models Ha humarey yahan . Kuch zaiyada hi Advanced nAhi hugi Kia seriously tora apne apk â€¦ https // t . co / Hce6f0wD5B  ,neutral
18946,@ gozuandmezu @ Oyevivekk @ squintneon Fake profile ki tarah aukat bhi fake hi hai teri . Gaand me dum nahi original ku â€¦ https // t . co / CXKB5REYv9  ,negative
11857,@ vinodkapri @ aartic02 Madharchod aassam bihar me bjp tumlogo ki cow maa ki katvati hai daily to kyon nhi rokte  ,negative
44733,Parivaarwaad ki rajneeti krne wale sochte hai duniya bewakoof hai kuch nahi samajti magar ye public hai sabh janti â€¦ https // t . co / 9gambkVPIG  ,negative
10047,@ SanaSayemRao @ fawadchaudhry Tamam hazrat se guzarish hai ke patwario ke naqshe qadam per mat chalain . She was the â€¦ https // t . co / uWzdREHWtQ  ,negative
21260,RT @ rajendrastomar Happy birthday @ rajeev _ mp ji All good wishes to you for your good health extreme success & more power to all your ende â€¦  ,positive
33414,@ Mis _ Bayy @ NoorUlAinTariq1 @ Aintyou3 @ MaSoOm __ Billi @ NotyourBishh _ @ la _ ya _ li No one Thanks me Beautiful bhi to kha â€¦ https // t co / 54xqTfMCrf  ,positive
43120,The song Saans is probably Shreya Ghoshal's worst ever song . I love Mohit's part so much I wish it was a separate song . Ughhh .  ,positive
9997,@ narendramodi Pardhan mantri modi ji 5 years m apna Jo kaam kiye sbne apke kaam ki saharna krte hue apko phir se pm â€¦ https // t . co / QvDr9XrYdH  ,positive
10756,upset kale is upset I hope the sounders game swings more my way .  ,neutral
21621,RT @ SlanderOfficial If you have a friend or loved one that buys concert tickets for you CHERISH THEM ! ... and if you are that person you a â€¦  ,neutral
32500,@ official433 @ meganm _ 8 @ tejbir08 harao bc tottenham ko  ,negative
12505,@ digvijaya _ 28 aree knha gye subha se koi kuch bol nhi rha kbhi modi ji k tufan me ud to nhi gye bolti bnd ho gyi y â€¦ https // t . co / FCGNVCoUKj  ,negative
18,Harsh pen decision . Didn't have much option with his arm . Big second half required . Still have every faith . Come on Tottenham !!!! # COYS  ,neutral
15208,@ dibang Are salon Ye Tarakki Hui Hai .. Ab Kitne Chaku Talwar leke Niklenge aur Wo BJP Me Shamil Honge Unko Paisa Mi â€¦ https // t . co / vKcA2FedPj  ,negative
10158,@ TarekFatah For us he is in our national dress and we are proud Lungi or being nanga is classically tour attire B â€¦ https // t co / rchosfWZqg  ,neutral
30792,Bhenchod agar khud ko memer bolte ho toh Memes banao Love shayaripoem ka randi rona kyu karte ho ?ðŸ˜¬ What ki â€¦ https // t co / BEcWy9oWtC  ,negative
5572,@ GPannun _ 2020 @ adgpi Pannu sudhar jaa sale agar kisi India sardae k hath fas gya na bht pitega aaja India mein hary â€¦ https // t . co / WIyIofryJe  ,negative
37785,@ ritz _ roop @ VarShu _ OffiCal @ iam _ prash04 @ deep _ deepika006 @ dazzling _ Snehal @ prakashachary1 @ Bhau60625419 â€¦ https // t . co / U2BxqYj6uw  ,neutral
6084,@ smalltalkdaily Congrats on your FM Analyst Ranking - great to see the small expert recognized . Any idea what â€™ s beh â€¦ https // t . co / uOtUQmPdOc  ,positive
9348,@ sardanarohit Ab samjh me aya akela bjp se tumlogon ka dukan nahi chalegi y kam to pahle hin congress ko kar dena â€¦ https // t co / GYt5aXvQH0  ,negative
6142,@ KhalidarmKhan @ MaryamNSharif @ Muhamma21899973 Haram shareef me bhi makeup nahi utara k raaz khul jana hai .. ye moh â€¦ https // t . co / 01ji1Jeeym  ,negative
21614,@ ShaafiAyaan @ Avengers Ha g bilkul ðŸ˜ Goro ke desh se ek baat yaad agae my great grandfather jb bhi goro or India ka â€¦ https // t . co / d0LLtOr2NP  ,neutral
38837,@ Itz _ aziz __ @ RubikaLiyaquat @ abpnewstv @ abpnewshindi @ Ssiddiqui12345 @ WasiuddinSiddi1 @ sahibasafeena @ Samiullah _ inc â€¦ https // t co / eZZgnnkLTW  ,positive
43255,ðŸŒ¹ Good morning my almighty @ Gurmeetramrahim papa ji ðŸŒ¹ ðŸ’• Plz bless me & my family more sewa sumiran parmarth â€¦ https // t . co / RTsZ1kLlKB  ,positive
8472,Modi ji ko jeet ki bahut bahut badhai ab sahara ke 10 lakh ajento ki jan bach sakti hai modi ji sahara subrat chor â€¦ https // t co / t5ofX8jlwj  ,positive
1872,hahahahaha yoon back at it again giving fansitenims the pictures that they need uhh isn't he the best man ever https // t . co / 8nbKePHGnh  ,neutral
11324,@ anjanaomkashyap Asli me Janta khaskar nai pidhi jyada jagrook aur samajhdar ho chuki haiachhe kharab bure ka an â€¦ https // t co / C1hN8pTVmX  ,negative
923,@ czeplie @ buffwoto U r so funny and smart ... Hhhhhh hhhhhhhhh ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,neutral
21729,Ajib si baat hai jaha par haryana me partyia haar ke karno ka pta nhi lga paayi vhi bjp ne 70+ ka slogan b apne wor â€¦ https // t co / DFCZdAa6Sz  ,neutral
10364,I got them today ~^^ and my Top 3 in one picture ã…‹ã…‹ã…‹ã…‹ that's awesome ~ i love you sooooo much @ G _ I _ DLE # kpop â€¦ https // t . co / 6BIwtDc8Gh  ,positive
13842,And its Started All the Best All Teams ! # WorldCup ðŸ˜ŽðŸ”¥ # CWC19 # CricketWorldCup2019 # IND # Pak # ENG # SA # NZ # AUS # AFG # WI # SL # BAN  ,neutral
23652,@ shasha303 Aww . So sweet of you .ðŸ¤—ðŸ¤— Thanks ki aap thik hote hi humse chat karne aye . Your crazy twitter family was really missing you .ðŸ™ˆ  ,positive
10886,@ MohanBhagwat _ @ narendramodi @ AmitShah Pichele 5 saal se purn bahumat se govt thi BJP ki kyo nhi bnaya Is tarah s â€¦ https // t co / lPHKuoxInK  ,neutral
16322,I hate when people call my phone with anything drama related cause I â€™ m really not that type of person . I don â€™ t like â€¦ https // t . co / ExTybpNgI1  ,neutral
42128,Results ? Aree aane do behenchod meri nai fatt ti hai https // t . co / Hdn1AORgpj  ,negative
4172,@ TimesNow @ RShivshankar BC soch ke program karle ; ab to officially national level pe morning walk ka khatra hai ðŸ˜‹ðŸ˜‚  ,negative
19356,@ ErummKhan @ Aakbar84 PTI kay Leader Yaad Rakhaain . IK nay in ko Corruption kay Khilaf Lerna sikhaya hay . jo bhi Gha â€¦ https // t . co / gVvUALLxP6  ,neutral
10871,@ priyankac19 @ narendramodi Thank you Priyanka ji feeling good ....  ,positive
23183,@ iam _ adarsh1 @ Umer19000 Agr yeh best bowling line up hai phir hmri sab teams mein se best batting line up ðŸ™ŒðŸ˜‚ðŸ˜‚  ,neutral
35458,friday is gonna be the best day ever bc â€¢ new fob content â€¢ full release of frank iero and the future violents ' ba â€¦ https // t co / hMHxLbvI93  ,neutral
26757,@ ShaheenHabibul1 @ MaryamNSharif Khud to tere 1 taang qabar may hay ab hum pay q os zaleel chor insan ko dobara sey musalat kr rahe ho .?  ,negative
9085,@ Ami _ ki _ duaa We love the heroes Deserve to be loved .  ,positive
39914,@ pandey119 Oye sad nhi hote .. medcn btau pimples ki .. doc se prescribed hai Doxycyline  ,negative
4627,@ KapilMishra _ IND @ theskindoctor13 Get well soon @ ArvindKejriwal i wish a speedy recovery for you Aur haan aayega to modi hi Jai Shri Ram  ,positive
38573,Kahan hai darr ? @ RanaAyyub @ khanumarfa @ asadowaisi @ ReallySwara @ jigneshmevani80 @ kanhaiyakumar https // t . co / FQalK21eX9  ,negative
42007,@ aapkadharam Love u dharam ji only actor who done all kind of roles  ,positive
37206,@ iamspeaks _ Jab tak musalman apne pahle se kirdaar me nahi aata unki duaa kaabe me bhi qubul nahi hogi islie ki aza â€¦ https // t . co / Y4yR6JLC1Q  ,neutral
18765,@ hayahz I think the ACJU is providing this service free for women and they should have an app too imagine all the d â€¦ https // t . co / h2OjujKuXD  ,neutral
18786,@ jefftmc @ DynastyNerds @ DTC _ ADP @ GridironSchol91 @ PeoplezPen @ ChadParsonsNFL I love the UTH pod . Chad & Kelly are great .  ,neutral
18022,Ladka ladki hai raazi 3 din mein hogi inki shaadi â€¦ Call all your friends . Pop some corn . And watch this epic â€˜ liv â€¦ https // t . co / BKg1v5tgxh  ,neutral
2648,Aaj Ganga ji - Haridwar mai Snan Karne Ka Awsar Prapt Hua . Maa Ganga Kripa Banaye Rakhe . Har Har Gange https // t . co / OXZ0gdN7UQ  ,neutral
9062,@ iamsrk @ MeezaanJ @ sharminsegal @ jaavedjaaferi Assalam Alaykum Bhaijaan very nice I m so exited plzzzzzzzzzzzzzzzzz â€¦ https // t . co / o0M0cncS7h  ,positive
11001,@ SushantBSinha BJP ki itni badi Jeet hui Lekin ghamand bilkul bhi nahi Aur to to cm hoke bengal me logo Ko dhamki â€¦ https // t . co / Bm693Chbx9  ,negative
22141,@ ndtvvideos @ ndtvindia Sapne dekh rahaa hai kya logo ko light ki problem hai kisano ko karja maafi nahi kari kisa â€¦ https // t co / nxOoO1tWaP  ,negative
11980,That â€™ s why I don â€™ t fuck with these bitch ass niggas ðŸ’¯ðŸ’¯  ,neutral
20433,@ sarcastic _ nidhi Sahi to bolte hai log Looks do matter ðŸ˜‚  ,neutral
7830,@ BeingSalmanKhan Sir Aapki jo movi aa rahi hai Bharat wo Supar Dupar Hit hogi or sare record tod degi ye meri à¤­à¤µà¤¿à¤·à¥â€¦ https // t co / Z2d86LcbKs  ,positive
19342,@ Apkibehn45 Arrry happy jee Yrr dp dkho hy e aisi current full koi b hill jyga yrr Dp dkhi or comment ogya khuddd e â€¦ https // t . co / EOaA69AaUK  ,neutral
5425,BC terese ye ummeed nhi thi ..... Ye kya chutiyape mein tu bhi shamil hogaya â€” Konsa ðŸ˜• Chutiyapa Bc ðŸ˜ https // t . co / m15fo6ivII  ,negative
27950,@ Zizou540 Not valid in today's scenario . Ye pehle hota tha ki log chehre ki kashish pe marte the  ,negative
16130,@ PankajSinghBJP Bhai ko # RamRam Bhai ek party to banti hai # Bharat r # Lucknow ke jeet pe # SaadatganjWard â€¦ https // t . co / AgSxSC4KDm  ,neutral
43905,@ iamspathan11 Tu ye bata na ki Mohamad ne 7 sal ki Ayesha ka rape kar ke tum logo ki kom Ko gand se nikala kya Ya â€¦ https // t co / eTJEhpS1KI  ,negative
19655,@ ArvindKejriwal @ arunjaitley Sirjee let yogi become PM den u will start liking Modi as well  ,negative
32026,RT @ rammiel _ di ka liberated malandi ka lang talaga  ,neutral
5957,@ spicy _ buttercup @ alittleofswift Yes ..... Itne garmiyon main kahan jana pasand karegi ... Chal Switzerland jaaten â€¦ https // t . co / huEUsf7T1F  ,neutral
20727,RT @ ANJANA56896120 Dera Sacha sauda true deal followers always keep ahead of humanity's good work . You have been able to help someone Tha â€¦  ,positive
40121,# bhakt aap kisee ke ho'n ye hone wala nahi ki ek ke bhakt hue to uske raaj me bhakt ko tax maaf hai aur dono tax vi â€¦ https // t . co / PJcBqUOv08  ,negative
1738,@ PTICPOfficial Pakistan ki Shaan .. Hum Pakistanio ki JAAN .. Our Pride Our Envoy # Kaptaan # ImranKhan # Zindabad ....  ,negative
43,@ Gurmeetramrahim guru g give bless m more sewa simrn parmarth and good deeds always need to me your bless .  ,positive
8402,@ deptydogar @ geonews _ urdu Gussa aaya na is se b ziada gussa aata hai hamy jub hum awam ka paisa khaany waly kehty h â€¦ https // t . co / e6YhJOgXns  ,neutral
