Uid,Sentiment,clean_text,proba,preds
11595,positive,Narendra Modiji at Rashtrapati Bhavan An historic win and what a Win We feel that we all are Prime minister à¤µà¤‚à¤¦à¥‡ à¤:registered:à¤¾â€¦  // t co / ixnE1gMOfT  ,[-2.4843922  -0.21130483  2.5965412 ],2
10934,neutral,  _ azazil  Huzoor yeh agar siyaq o sabaq k saath bat karein too Inki social media ki dukanein band na hoo jaein  ,[-0.57375693  1.2588768  -0.6348752 ],1
34811,negative,  _ LMP  Who is responsible for that andhbakto ..... ab mt kahna ki nehru ji ne paper out kara diya .... ya fr rajiv â€¦  ,[ 1.7660966   0.15823555 -1.774103  ],0
16083,neutral, Bhen jese Ap ney pic google ki hoi wese hi mene ki phir ku Takleef hoti he bar bar ap ko Me na ye hun n â€¦  // t . co / nkuUMP9PiT  ,[-0.9269409   0.9460246   0.07727249],1
1938,negative,    Ye sab sale . Hindu hain aab Hindu k khilaf hi khade hai â€¦  // t . co / W6ZHkuXLiJ  ,[ 0.54963565  0.44068995 -1.0420164 ],0
24263,negative,   lanat ho is government per or in media journalist per jo in choor goverment ko support krhe ha  ,[ 0.6024858   0.30811346 -0.94258696],0
14571,positive,My baby girl Jessi made the Dean's list !!!!!!!! SOOOOOOOOO PROUD OF YOU MY SWEET TINKA !!! Jessi Clements  // t . co / yGhMm7QzT4  ,[-2.7998483  -0.12029358  2.4735022 ],2
33067,positive,TAQDEER MOVIE IS BEST AMAZING Awesome Superstar Good All the characters is good Thank you ji Nice Thought I â€¦  // t co / ms4j1NSciR  ,[-2.4933434  -0.30545142  2.5279262 ],2
27366,negative, Abe buddhe isme Zimbabwe ka captain kaha hai tere ko to har baat pe khujli hoti hai ðŸ˜‚ Nanga to nahi g â€¦  // t co / 76EMrP7NAZ  ,[ 0.65979713  0.25506926 -0.8547976 ],0
23370,neutral, _ bikash  Modi ji ka Ram nam lena aap ki uddesya se alag hai . Wayseapne uttar nehi diya mere â€¦  // t . co / rHkNlfUzNE  ,[-0.98343724  0.81213385  0.333959  ],1
25785,positive,    Ji meri party hai Bharat Varsh aur meri soch hai sarve bhavantu sukhina vasudhaiva kutumbak â€¦  ,[-2.3597229   0.11852707  2.283347  ],2
15121,positive,  Sir pranam hamare desh ka pm sri modi hona hamare lie bahat khusi ki bat he sir me h â€¦  // t co / 6yAQFsHMtB  ,[-2.3463063 -0.5782553  2.6729302],2
30507,neutral,  _ bethe  you can just say Bo Ryan and Pearl - Jeters best success came with Pearl's guys in â€¦  // t . co / sF29D5AG5H  ,[-2.4705474   1.2987459   0.88476545],1
25890,neutral, The sooner the better I say  ,[-0.9057772  2.0148563 -0.4209891],1
13104,negative,  Me hr trha ki gand mrwqny k ley tyar hoo .. pr jo loti hoi dolat hai wo wapos nahi kro ga ...... bhen chood chutia  ,[ 2.6996632 -0.9889039 -1.5983374],0
31250,neutral, Itni ghatiya rajneet ajtak kisi ne nahi ki hogi jitni iss kanjarwal ne ki hai Delhi election me aisi h â€¦  // t . co / vZ7eV97mXT  ,[ 0.34128916  0.59669846 -0.9286089 ],1
29072,positive, Sad reality Hamsha or at he khud ko sahe sab it karnay k lye suicide karty he mard jitna marzi bad Kar aur bad chalan ho . Allah ðŸ˜”  ,[-0.89562327  0.36698803  0.5139672 ],2
18494,positive, Yes ! He is such a talented one I'm so so so so proud of him !  ,[-2.5544682  -0.36424273  2.4676466 ],2
22008,neutral, Sorry I Don't Have Completel Bayan ðŸ˜  ,[-1.3928617  2.6121237 -0.7062499],1
16410,positive,Amit ji & modi ji say Mera anurodh hai ki jai bhan singh Ji pawaiya ko rastriye adyakch ka pad diya jay B . J . P  // t . co / qFy24VTMJj  ,[-2.4249227  0.525176   1.9086457],2
42729,neutral,  _ Lover Ajeeb bewakoof log h pta h nhi par bs kuch bhi bolna h Agr Islam or deen ke baare m knowledge nhi h to chup raho har koi â€¦  ,[ 0.09287923  0.37423408 -0.551768  ],1
43513,negative, Raj . Me Congress Govt Aane Par Ab Shubh Lakshan Prakat Hone Lage h Where is Police & Where is Law & Order Shame Shame  ,[ 1.7416549 -0.2667762 -1.2504556],0
26921,positive,Sir Many many congratulations Guruji ki kirpa aap par hamesa bni rahe . Aap jet ke karamchaariyo ke uthaan ke l â€¦  // t . co / aE8NbAZ48G  ,[-2.438587    0.06634146  2.5021658 ],2
11238,neutral,  __ Alix  Hmari phupho ki betiyan esi kyu ni ðŸ˜­ðŸ˜­ðŸ˜‚  ,[-0.7236255   1.6714253  -0.27142215],1
3685,negative, nh ab log attention seeker nh banna chahty na itni embarasmnt hoti logon ko (  ,[ 0.7136265   0.35170662 -1.0180687 ],0
36407,negative,     Ye to Chinese se bhi Maa bahen chudate hai To â€¦  // t . co / VJt9zO1itE  ,[ 1.1761469   0.39643168 -1.3183473 ],0
19615,negative,Modi-Shah ko ... btao .. Bhartie Musalman aise hote hei ... tumhari tarah nahi ... jo satta ke liye ... polarize karne ... gal â€¦  // t . co / ybV5BwE03X  ,[ 1.6763299 -0.2575007 -1.3015637],0
8490,positive, _ sevelle There is so much of ur wonderful work out there ! WOW Taja !!ðŸ’œ  ,[-2.8275197   0.19827442  2.223565  ],2
33646,neutral,   _ ahsaas  _ sumitverma Deske tukde hi Hindu Muslim karke kiye the Gandhi Nehru ne to Hindustan Hindu rastra hona â€¦  ,[ 0.29731476  0.5676908  -0.884392  ],1
25869,negative, _ bhagat But Without Rahul No Existence of Congress . it will be Tukde Tukde .  ,[ 1.3322681 -0.2959102 -1.3148817],0
30989,neutral, Ye anti incumbency h madam jo 70 saal ye log ne desh ka haal kra h wo ab kuch v kr ke ye daag â€¦  // t co / aBDGXsRwq0  ,[ 0.00291544  0.86797714 -0.8681844 ],1
25331,neutral, You mami ðŸ¤ª even though you didn â€:trade_mark: t take me food or Starbucks ðŸ˜’  ,[-1.0953182   1.8331017  -0.30772918],1
25925,neutral, Best Sam and Colby tattoos  _ elizabetth Best meme  Male stan of the year  _ tfil  ,[-2.839738   1.3071074  1.2835335],1
21344,positive,  wish default Writer Feelings settings included more options than FULL OZYMANDIAS LOOK ON MY WORKS YE MIGHTY AND DESPAIR an â€¦  ,[-2.3940084   0.09432234  1.9078468 ],2
4863,neutral,  _ My _ love Ek bohot simple sa advice .... kindly just ignore the show nd apne wale pe concentrate karo ... itna ignore karo Ye socho ki â€¦  ,[-0.17505854  0.47346342 -0.21219437],1
32720,positive,  Wishing you a very happy Diwali â¤ðŸ”¥ from all the ShraddhaGems ! Have fun sunshine   // t . co / wMq6ttD â€¦  ,[-2.6445994  -0.20403217  2.5465164 ],2
22951,neutral,  Wtf ðŸ˜¡ Yhi dikhata h inki upbringing Ab tk to kahi chhip gya hoga itne logo ne DM kiya h ðŸ¤£ðŸ˜‚  ,[ 0.2812998  1.0534062 -1.2614068],1
2885,positive,I second u ... Par udta Punjab kaun sambhalega .... Sachin pilot can be second best option .. He is Grounded and commi â€¦  // t . co / AZTmCrOzwh  ,[-0.65505356  0.2940039   0.32183796],2
22591,positive, Congratulations modi shab bhagwan apko khub yes or lambi ayu de bharat ki tarkki me apka sadiyo tak name rhe  ,[-0.981705   -0.21885185  1.2739192 ],2
24787,negative,Pakistan koi match jeet ni rha ghar wale cricket khelne ni dete PTCL slow chalta hai CGPA ka janaza nikla hua ha â€¦  // t . co / bCKF6sHGkY  ,[ 1.0414704   0.28919405 -1.2079479 ],0
16669,positive, Respected Modi Ji App jiyo hajaro sal or PM Bano bar bar Bharat Mata Ki Jai  ,[-2.467448   0.4131104  1.9733528],2
41999,positive,  _ 1994 # manupunjabi - Whenever we Respect Someone We said Sree before Someone Name . Absolutely True Bhai Thank u so much for alway â€¦  ,[-2.4427347  -0.26332366  2.3669899 ],2
5006,positive,Day 26 Avida ka 25th Roza Mubarak   Bhai Allah Ap 2no ko khush rakhe â€¦  // t . co / s1yKYCUCYo  ,[-2.764961   0.9547516  1.658271 ],2
16087,positive, Dhan Dhan Satguru Tera Hi Aasra Good Morning Papa Ji please Pita Ji Hum Sab Par Hmesha Apni â€¦  // t co / SsW4SzGavf  ,[-2.3648305   0.29381886  1.9813515 ],2
1349,positive,Happy birthday  sir very very happy to return s of the day aap jio hajaro saal and make a lot film  // t co / DMu6wZ6o8r  ,[-2.379309  -0.4383098  2.5483086],2
16717,positive, I wish my dad still alive miss him a lot and I love ur dad's response Khich k rekh  ,[-2.4507675  -0.26223043  2.2963915 ],2
15749,positive,420 i feel like we â€:trade_mark: ve been mutuals for like . ever !!!!!! you â€:trade_mark: re so funny and idk why we never talk anymore king ðŸ¥ºâ€¦  // t . co / R0h983Qjx2  ,[-2.0913994  -0.01304074  1.495476  ],2
41817,negative,  muft ki roti todke socha desh todegs ðŸ¤£ Nice slap on  face shameless m â€¦  // t co / QJrxkvX51V  ,[ 1.0749611  -0.47177166 -0.64849883],0
26249,negative,Har bar jab batting line flop karti ha Sara kasor imam bichare par kuon dala jata hai ? â€” Bechare ke patli gardan ha â€¦  // t . co / sywHfJ00Pb  ,[ 2.0272455  -0.49328184 -1.5239134 ],0
10139,neutral, ya to khud ki language k ilawa koi language mat sikho sirf hindi k piche mat pado we are Indian and hin â€¦  // t . co / F8pIY2iKNa  ,[ 0.28304577  0.5121234  -0.7232129 ],1
44029,negative,Only person I â€:trade_mark: m calling is the authorities . You have threatened my safety for the LAST TIME MILEY CYRUS IVE HSD IT  // t . co / sKRBCzULVm  ,[ 1.758923  -0.1857132 -1.2998178],0
40754,positive,    Swami ji karmo ka fal jaroor milta hai chinta na Kare . Apne acche karm kiye apna dharm â€¦  ,[-0.6035033   0.23239829  0.40328318],2
14592,positive,  JAI ... JAI ... JAI ... JAI AKHILESH BHAIYA JINDABAD JAI HO  // t . co / Sku90lWYHm  ,[-2.1213403   0.42840356  1.4905936 ],2
1566,positive,  _ You â€:trade_mark: ve broken my resistance with your love ... turn the stone inside me back to flesh ðŸ:trade_mark:ŒðŸ¾  ,[-1.7931881   0.29775205  1.0413321 ],2
28591,negative,  Kya re chutiye kab muh band rakhega apna ? Tere iss so called jokes se hasi to aati na â€¦  // t . co / 5pYLJHdJ25  ,[ 2.5883877 -0.7816374 -1.6721784],0
4600,neutral,  _ Tamanna Nahi ji . Aapke type ke school mein toh bilkul nahi gayi aur na kabhi jaaungi ! Ab nikali â€¦  // t . co / KtjfgDfjK5  ,[-0.19838937  0.8566062  -0.64240307],1
27071,positive, _ Surya Congratulations Sabka Saath + Sabka Vikas + Sabka Visvash ( Trust )= Victorious Bharat ( India )  // t co / yda4RqEOXE  ,[-1.878706  -0.5695482  2.2791417],2
26168,neutral, That â€:trade_mark: s the problem with stereotypes within society . Topi hai Dadhi Hai to Muslim hoga and Muslim hai to zru â€¦  // t . co / vnsMdbaHnd  ,[ 0.40983278  0.84490246 -1.0966511 ],1
20424,neutral,  Haan hasi ban gaye Haan nami ban gaye tum mere aasman meri Zameen ban gaye # KYYS4OnVootWithPaNiAsMaNan  _ taylor  â€¦  ,[-0.6077475  0.9770586 -0.2733034],1
3466,positive, Yeah true ! Always irks me when I see someone streaming going durr hurr look at the flag i put up .  ,[-2.2306156   0.23246935  1.6446832 ],2
31850,neutral,   _ urdu Mery bhai mn kisi fake website ki bt ni kr raha jo BBC k agy kch lga k b â€¦  // t . co / CLBdTnPKAm  ,[ 0.8912448   0.89586693 -1.5039264 ],1
10511,neutral, _ arain  You got it wrong . Tuxedo mehenga pad raha tha bechare ko . Isliye wife ne cupboard se ise night suit laake de diya .  ,[ 0.5932483  1.0026419 -1.310673 ],1
31847,neutral, Challo chalein main aur tum I want to go . I miss pakistan way too much . ðŸ˜:copyright:â¤ï¸  ,[-0.11163632  0.53623986 -0.3518698 ],1
14649,neutral, Madam mera RAM itna Nafarat karne ke layak nahi hai ... Jai ShrRam sunne se Problem kyon hai ? No offense just asking ma'am  ,[-0.42583007  1.0685921  -0.57911915],1
8616,negative, _ 2727 Or Musalman log to na hi bole to behtar hai ye Jain Dharm ho ya koi v Dharm ho muslim Ko chod kr sabko â€¦  // t . co / cwoPsNlm5z  ,[ 1.7611772  -0.27899468 -1.4065067 ],0
30209,neutral,. # RanbirKapoor get nostalgic with Balam Pichkari as  cheers for them Watch the v â€¦  // t . co / gXHy6m3e1m  ,[-2.6982584  2.0208032  0.9458241],1
9687,negative,E Rajsthan ki halat hai in mullo des se bahar kro ya Hindu ko khud ladne ki aazadi do aur hm per koi section na lag â€¦  // t . co / XgIkSrQyfo  ,[ 1.150298   -0.03385052 -1.0625676 ],0
18441,neutral, _ thinker     _ in  ye video tere jaison ki sulgane ke liye hi banaya gaya hai ... ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,[ 0.07755826  1.2709422  -1.1807604 ],1
411,positive, _ bharti Baby aap dusro ki respect kro dusre apki karainge Har baat mei burai na nikalo just show love or dont say anything  ,[-1.8083924   0.45608753  1.1034539 ],2
5066,neutral,  we are so close to 1M !!! rt this or you â€:trade_mark: re jihyophobic  // t . co / QvHgKs9rhJ  ,[-1.525506    2.0078297  -0.37591177],1
10309,negative, _ AIMIM Hame milte hai # Chutiye aksar Lekin Aaj tum mile to # Chutiyapan ki # Defination Pta chal gyi Wah m â€¦  // t co / 6Ix51tq6U3  ,[ 2.206708   -0.48426878 -1.6014773 ],0
43477,negative, re harami ka bacha kitna Paisa katega account se bc hamara Paisa kaat ke Apne baap  La â€¦  // t . co / T727RS3Bk4  ,[ 1.3038347   0.72299147 -1.7906874 ],0
3168,negative, _ Is _ Lov  Aaj hi dhundhe mile hume bhi ðŸ˜‚. Poora pintua gang hi suspend ho gaya tha ðŸ˜‚  ,[ 1.0037167  0.7376891 -1.6075393],0
25810,negative,    Sale chutiye aurat k piche chip k uski chut paane mard bn r â€¦  // t co / Z4Okv5VYRi  ,[ 2.7144456  -0.96781766 -1.7761405 ],0
10015,negative, o kisy mirasi ka bacha aik kuty se zayda oqat ni hai teri or wo bhi btana jo to apni baji ko bani g â€¦  // t . co / iQL2DUlgml  ,[ 1.8115972  -0.29515427 -1.4355749 ],0
9058,neutral, So when are you quitting politics which you're trying to play ? Na BJP k rahe Congress k bhi nhi r â€¦  // t . co / oCEuCFnvpC  ,[ 0.8151014  0.9860567 -1.6360301],1
39082,neutral,DHAK BAJA KASHOR BAJA Video Song || Shreya Ghoshal || Jeet Gannguli || Durga Puja Special Songs 2016  // t . co / Rhp9D8y8N4  ,[-2.6220407   2.1394389   0.57089895],1
24909,neutral, _ Han naw or ab to trust krty wy dar lgta is lye no more best friends ðŸ:trade_mark:‚ Nothing's good zaleel hi hta bnda ðŸ:trade_mark:ƒ  ,[-0.7544511  1.382448  -0.5686533],1
27288,negative,  Tu saale kutte ki oulad he Haram ke Jane Teri MA ne tere Baap ke baare me nahi ba â€¦  // t . co / hGYnfb7xKR  ,[ 2.5517921 -0.8822565 -1.7834202],0
855,neutral,  Prophecy of Dr . Zulvoron of France about Saint Rampal Ji Maharaj # WorldVictoriousSaint The followers of that great sp â€¦  ,[-2.7480254  1.8277882  1.0627185],1
16882,negative, Ye sab news quint k paas hi rahti hai kya ? Fake news failana band karo nahi to 52 se 5 pe chale jaoge  ,[ 1.1044766  0.1904288 -1.2127328],0
26419,neutral, Congress ki sarker mai cylinder he gayab ho gaya tha  ,[ 0.10175202  0.7660386  -0.97986907],1
10009,neutral,   While looking other state people tweets # TNNeedsHindi This is what we are telling # HindiImposition We TN â€¦  ,[-1.3737913  2.6482375 -0.6976574],1
14794,negative, jaise bjp apne chote karykartao ka bhi khayal rakhti hai u r doing something like that arent u ? good  ,[ 1.6902472   0.32972634 -1.7107382 ],0
38831,positive, Many many Congratulations Sir Apke margdarsh main ab desh aur tarakki karega mujhe pura bharosa hai .  ,[-2.377004  -0.2317937  2.5229988],2
25897,neutral,  _ Accountantt Lgta h yeh eid bg aese hi guzar jayegi kisi ny nh pucha what color are you wearing this eid ðŸ˜”ðŸ˜”  ,[-0.45506546  1.8958753  -1.0679336 ],1
34081,positive,  _ Ridzz Hayeeeeee janiii ðŸ’“ðŸ’“ðŸ’“ðŸ˜ðŸ˜ðŸ˜ thank you yrrrr for making my birthday more speciall ðŸ’“ðŸ’“ðŸ˜ðŸ‘­ Allah blessed you  // t . co / 3t6S0r â€¦  ,[-2.9285069   0.82531387  1.8968937 ],2
4436,neutral,  Ji ji i know mehnat ka hai tb he to free ka socha bhi nahi ðŸ˜‹ well i'll send u snaps and â€¦  // t . co / K6irZ1xvuG  ,[-1.6303767  2.6493313 -0.5617792],1
9091,neutral,  # WATCH Rahul Gandhi in SolanHimachal Pradesh Narendra Modi ne apne cabinet ko notebandi ke samay racecourse road mein taale se b â€¦  ,[-1.1568128   1.5829334  -0.27923256],1
9575,neutral,  Is there a 4ocean program here sa Philippines ? If naa where do I sign upc  // tco / 74ptRtVoAd  ,[-1.604429    2.5821445  -0.63051623],1
10382,negative, jdu ko ministry m spaces Milana chahienhi to bjp ke lie bura din sura hoga bihar mmp ka 303 seats Mi â€¦  // t . co / BMsUeAPsX2  ,[ 0.9906654   0.47114548 -1.3606149 ],0
12917,neutral,  _ 2244 Piya Santra Daughter of Bablu Santra Martyr of Pulwama attack going to New Delhi for taking part in the oath taking cerem â€¦  ,[-1.7782186   1.3180293   0.27503967],1
32892,negative,  Abe bhosdi k abhi 4 din phle jantaa ne hi BJP ko bhumat se chunaa hai . Kyu tu bhi chutta â€¦  // t . co / ksoxr1J8YP  ,[ 2.190238   -0.41140983 -1.7649294 ],0
30321,positive,  Their smiles make us smile ðŸ˜ðŸ:trade_mark:Œ Happy # NationalSmileDay to our bbs  _ twt âœ¨ # BTS # BTSARMY  // t . co / rwobB3kOzR  ,[-2.8078709   0.19711396  2.1530929 ],2
14050,positive, Aabhari hai ji aap ki baato ka Shukriya ji  // t co / B6HBUuIu6D  ,[-2.515482   1.2365973  1.4365468],2
10655,positive,  _ bighit A bit sad that don't have Our Summer But they did amzing !! Thanks so much iHeart for give â€¦  // t . co / oBU7D66cFF  ,[-2.3271394 -0.5923373  2.3814204],2
11989,positive,  Resignation drama khatm ... Mummy ne samjha diya beta u r the best ... u born to live like King o â€¦  // t . co / jkU4gETC0m  ,[-2.147835  -0.6534348  2.355307 ],2
18235,negative,  Ya sale jinke koiya aukat nahi bol rahe hai jis bgwan ka name par vote mag rahe hai mande â€¦  // t . co / 5UYWjM32oO  ,[ 0.95836014  0.53192747 -1.4490191 ],0
17732,neutral,   Are nahi bhai Aisa nahi hai woh doosra wala president jo Modi ji se tu tadak s â€¦  // t . co / Dv1scQ5RZv  ,[-0.6315831  1.0465792 -0.2584877],1
24386,negative, __ Ahmad Kin shero ke behan hai yeh jo madarchud bhage hoey hain randi dalli  ,[ 2.4235373 -0.8261875 -1.7350267],0
21519,neutral,Unconditional Love ðŸ¤£ðŸ˜‚ # love # yqbaba # yqdidi # yqlove # excitement # sillyheart Read my thoughts on  at â€¦  // t . co / ygxL5hTU3l  ,[-3.12073    1.9264567  1.2083604],1
7046,positive, Wow you â€:trade_mark: re very polite I like that Chalo all forgotten Koi ni If you â€:trade_mark: re saying it â€:trade_mark: s in good humou â€¦  // t co / FLJzgW2tAT  ,[-2.0692847  -0.35533908  1.9223707 ],2
34701,positive,ðŸµï¸ Good morning my Rockstar papa  ji ðŸµï¸ ðŸŒ³ Plz bless me more sewa sumiran parmarth ka ba â€¦  // t . co / lT1cWPvBFp  ,[-2.563024   0.8268265  1.8317455],2
10675,negative, Mulle mandir me ghus ke meat khake hindu dharm ka manaj bana rahe the .. Sooto mc ko ... Lathh se peeto .â€¦  // t . co / T4X8y9eEA5  ,[ 1.2974387  -0.18567447 -1.2561976 ],0
15408,positive,  # WomenOfCourage With Rehmat of Saint . Dr 's Saint Dr  g Insan A Unique initiative Starte â€¦  ,[-3.0608275  0.8381674  1.8816046],2
4106,positive,Congratulations modi ji We love you Up jaisa insan bhagwan ak bar bhejta ha sab thik karne k lia Up sachme koi â€¦  // t co / TuzG0a1kYP  ,[-1.9488809  -0.66945976  2.4856367 ],2
32410,neutral,Modi Ji ko dubara # PM banane ke chakkar me # Cricket World cup kab aa gya pata hi nahi chala After modi Ji politi â€¦  // t co / W34nXCi3Se  ,[-0.8678105   0.90242654  0.14497134],1
20623,neutral, Hope you firmly strapped your pooch to the roof of your clown car before you got into that â€œ lane .â€ Note it â€:trade_mark: s not a lane .  ,[-0.5576648  1.9756579 -1.062691 ],1
12494,positive,ðŸŒº Good Morning  Papa ji ...ðŸŒºðŸ’• Bless me for Sewa Simrn n Parmarth Rabb ji ..ðŸ:trade_mark:‡â€â:trade_mark:€ï¸ Dhan dhan satguru tera â€¦  // t . co / 8OQTTKD8nM  ,[-2.3541899  0.6408161  1.8381826],2
37757,positive,  Can â€:trade_mark: t wait to crack on with the mission tomorrow . So much to do . Going to be exploring my podcast and video content plan â€¦  ,[-2.993721  1.208986  1.640523],2
2626,positive,  à¤¬à¤¹à¥à¤¤ à¤¬à¤¹à¥à¤¤ à¤¬à¤§à¤¾à¤‡à¤¯à¤¾à¤‚ sir jiiwe expect a lot from you you are having a big belief of our nat â€¦  // t . co / 0zIMZUkJGT  ,[-2.911226   0.5655194  2.2362628],2
4897,negative,  Gujarat Horrifying . BJP MLA Balram Thawani kicks a woman thrashes her mercilessly . Allegedly cuz she was protesting ag â€¦  ,[ 1.6429801  -0.48306385 -1.3713502 ],0
31832,neutral,Congress nhi haari hai 45 saal ka record berojgaar hara hai kaladhan bharashtachar dekonetisation education ye â€¦  // t . co / FN8BhGixaf  ,[ 0.40495837  0.6211192  -1.2232088 ],1
38352,positive,  Aur haan BIHDAY manao ! KHUSH RAHO PYAAR KARO SABSE AND BAS HASTI RAHO SMILE KARO ! Love love and only Love to my nee â€¦  ,[-2.365641   -0.19361317  2.1968918 ],2
36697,positive, Dear Imramkhan ... evrthig is psble ... If u like to a very good realation with india so plz flow the rul â€¦  // t . co / RKhJaAMgck  ,[-2.2790227  0.4645525  1.7186265],2
15891,neutral, Hello madam publice pagl ni jo nikkme log ko slect krti h publice ne slect kiya h bo soch smj kr hi slec â€¦  // t . co / UnoHzQFpYL  ,[ 0.64346164  1.4113182  -1.5687324 ],1
11538,negative,  Congression ne secularism ke Naam par deshhit Ko balidaan kar diya tha Lekin ab rashatarb â€¦  // t . co / H6PVa2W96e  ,[ 0.5164721   0.39549953 -0.8480367 ],0
10674,positive, My great grandfather pt mehanga ram Ji was girdawar at gilgit till the time of partition He served for 40 years there  ,[-1.9102606   0.48022783  1.5555133 ],2
3289,negative,  Jab palley sattu hi nahi party k to media channels pr jakr kroge bhi kya ?  ,[ 0.7031181  0.427447  -1.0549214],0
14841,neutral,  Thats good now you know . Please visit anynearby base . Appko sharbat pilana hai  ,[-2.1515326   2.4653165  -0.19414179],1
25242,neutral, _ 120159   Bina licence walo ki entry nahi honi chahiye future me koi problem hone se s â€¦  // t . co / G5pzM33ajl  ,[-0.34166393  2.0159476  -1.553291  ],1
10676,neutral, _ messs Bahot ganda kiya ðŸ˜‚ aur tu yha emotional ho gyi ðŸ˜‘ðŸ˜‚  ,[-2.0376194   2.1547759  -0.04381059],1
24159,positive, Maja a jata apke tweet pdhne me i just wait for ur tweets . ... awesome girl  ,[-3.0137544   0.87062055  1.884636  ],2
6212,positive,  Happy birthday to one of the most versatile actresses of ITV A graceful hardworking and a superbly talented beauty ; who c â€¦  ,[-2.480307 -0.421099  2.502345],2
10881,neutral, _ Diva Band mutthi laakh ki khul jaaye to khaakh ki and still after 1857 took 100years for people to come tog â€¦  // t co / D3GVHaoO7i  ,[-0.42124084  1.3069761  -0.9051145 ],1
22718,neutral,       â€¦  // t . co / oc8fros90q  ,[-0.29169914  1.984391   -0.9072556 ],1
6616,negative,  Shame on u .. agr tmhare bety ko lapata kia jae khair sy or pir os ko sar ma goli mar kr helic â€¦  // t . co / OcOQuXeInz  ,[ 2.5326998 -0.8310176 -1.6770939],0
33579,positive,I request modiji Aaj tk aap iss desh ka beta hone pr garv mahsus karte rhe h Hume bhi aapse puri ummid h ki Iss des â€¦  // t co / 4lWssOYNe8  ,[-2.4973545   0.41051763  2.0268111 ],2
7862,positive, __  _ arshaa  _ suleman   _ Away _ yrr  Dafadoor Thank u Jani ðŸ˜˜ðŸ˜˜ðŸ˜˜. Bara Pyar Aa raha tum â€¦  // t . co / KGomgbAzpA  ,[-3.084738   0.7827753  1.9792181],2
28002,negative, _ sumaya     _ Speaks  _ national Owaisi gandi rajneeti karta h isko bahar nikalo  ,[ 1.2651802   0.08349419 -1.1990129 ],0
36232,positive, Dekho bde bhai jo bhi h n bhai Agar app duniya HI dekh lo sbse jyda pyar log Salman bhai s hi krt â€¦  // t . co / MxtPenxJrS  ,[-2.4509609  0.5211628  2.109694 ],2
9501,negative, _ sharma Sale tab bol raha tha time magazine pe ab kaya hua vo shrif vote kharab karne keliye Kiya gaya tha â€¦  // t co / YR4cN9slyz  ,[ 1.3165113   0.53791636 -1.6472185 ],0
20552,negative, Kisan bhikari nahi hai Anna DATA HAI KISANO KO GHODA BANAIYE LAGADA GADHA NAHI UNKO APNA GHAR A â€¦  // t . co / 2jRJGVta2r  ,[ 0.92731726  0.10104726 -1.0824155 ],0
31528,negative,Ye soach kyon h ki muslimo ka bikash muslim hin kar sakta h hindu nahi .... Ky ye khangressi sarkar h jo sirf paise â€¦  // t . co / Cbtkak386Y  ,[ 1.4290522  -0.12665914 -1.2281543 ],0
33520,negative,  Ab bewaquf banane ka waqat gia . Yeh sb se bara chor nikla . Bayman chor munafiq dh â€¦  // t . co / 3Ig4fBthPp  ,[ 1.2411     -0.30450237 -1.111732  ],0
4532,negative, _ Ye hindu nh h inka religion h terrorists hindu b hn to ase nh hote r is trha k sare terrorist india â€¦  // t . co / 9xuInlisYQ  ,[ 1.6216534  -0.13399789 -1.3228251 ],0
1280,negative, __ Congressi kutto ne to Humare Desh ka itihaas hi badal diya bata diya Ki takle Ne hath me chadi pakad â€¦  // t co / gmoV08AiiO  ,[ 1.8471512  -0.31028455 -1.5142606 ],0
11396,negative,Naw just really ugly weather until BAM sunlight all day every day for 4 months ðŸ¤£ðŸ”¥  // t co / ZLfjLHooGq  ,[ 1.6854523 -0.613832  -1.2286706],0
34672,positive, Ladkiyon ko kaho kahin or jaye ... Ye dil hai dil dhramshala nahin hai ... ðŸ’œâ¤ ek hi hai jisme bahut kam â€¦  // t . co / 7x0uUKBHTs  ,[-1.588591    0.7117809   0.79525924],2
19256,neutral,Osm saramanoy Cong pm modi ji I hop sir aap 200 company lane me safal rehege jis se berojgar logo ko rojgar mil sake  ,[-1.7883     1.1335865  0.8124695],1
15790,neutral, Per Sonipat ka Kya Sonipat me BJP is city ko bekar bna ke rakh Diya hai govt hospital band pada ha â€¦  // t co / IiKbD5zBVe  ,[ 0.3506797  1.0469626 -1.3896536],1
26114,neutral,Zindagi ke iss safar me utaar chadhav to bahut hain Lekin hume dhairya se kaam lena chahiye Mere aur logo ki soch â€¦  // t co / WqxdfBshz7  ,[ 0.33829278  0.45159352 -0.70148873],1
23552,negative,  I love Jhin but Sona's right . That's why I love Jhin . I love pretentious assholes . Hipster elitism is my brand and I'm f â€¦  ,[ 1.1072912  -0.9818069  -0.45507604],0
27725,neutral, I was about to write about the cutoff too ... Wo to aur kharab kar Raha hai .. matter ko . Ekdum bekar bekar â€¦  // t . co / 4ijPt3jkoO  ,[-0.58378804  1.8461323  -1.0659465 ],1
17851,neutral,# KabirSingh's song # TujheKitnaChahneLage # ShahidKapoor # KiaraAdvani starrer to release tomorrow  â€¦  // t co / tQzc4wbjUF  ,[-2.0987647   2.3457081  -0.02108542],1
39391,negative, Like we really care about what this painful dusri pidhi is up to It's time to miss all of next week  ,[ 0.81308025  0.30674744 -0.86697614],0
