,uid,text,clean_text,predicted,predicted_proba
1288,11512,@ Aadiiroy Is khabees ka phone kisi khabees ko hi aiga na . Yeh modi wohi ha jisne # Gujrat me musalmano ka qatal kia â€¦ https // t . co / RxIZ4t0kqM  ,aadiiroy khabe ka phone kisi khabe ko hi aiga na yeh modi wohi ha jisn gujrat musalmano ka qatal kia â€¦ co rxiztkqm,neutral,"tensor([0.4116, 0.4222, 0.1661])"
1289,43402,RT @ SRKzCigarette Shame on u @ karanjohar aise talent ki kadar nahi tumko ðŸ˜£ https // t co / LkUJIm8Wav  ,srkzcigarett shame u karanjohar ais talent ki kadar nahi tumko ðÿ˜£ co lkujimwav,negative,"tensor([0.5420, 0.2981, 0.1599])"
1290,20891,This World Cup # IndiaInternets kahe # NaamMeinIndiaHai !!! ðŸ‡®ðŸ‡³ All the best @ BCCI @ imVkohli @ msdhoni # CWC19 â€¦ https // t co / PqzeTTXLPr  ,world cup indiainternet kahe naammeinindiahai ðÿ‡®ðÿ‡³ best bcci imvkohli msdhoni cwc â€¦ co pqzettxlpr,neutral,"tensor([0.3234, 0.3932, 0.2833])"
1291,29832,@ LambaAlka Alaka ... ji app sarkar ko criticise kare to achha hai ... lekin app janta ka majak udaye ye kabhi bhi bard â€¦ https // t . co / iorLJpEuyH  ,lambaalka alaka ji app sarkar ko criticis kare achha hai lekin app janta ka majak uday ye kabhi bhi bard â€¦ co iorljpeuyh,neutral,"tensor([0.2321, 0.4267, 0.3412])"
1292,30238,@ DrSMFanClub shayed ese bahane safder ko ghar ke aander aane ke ijazat mil jaye aik arse se bahar guards ke sath g â€¦ https // t . co / 4VwZpDZO01  ,drsmfanclub shay ese bahan safder ko ghar ke aander aan ke ijazat mil jay aik ars se bahar guard ke sath g â€¦ co vwzpdzo,negative,"tensor([0.5265, 0.3633, 0.1102])"
1293,22803,@_ anujsinghal Haa maine bhi apne kutte desh ki suraksha ke peeche chhod diye he .. niche wala kommy he ... harami brand â€¦ https // t . co / RLMRmuvESO  ,anujsingh haa main bhi apn kutt desh ki suraksha ke peech chhod diy nich wala kommi harami brand â€¦ co rlmrmuveso,negative,"tensor([0.6899, 0.1687, 0.1415])"
1294,20910,@ meenakshisharan aap sanatan culture k revival unlike tweet nhi krte apni publicity k liye krte hain Apko itna â€¦ https // t co / id28kz1lDz  ,meenakshisharan aap sanatan cultur k reviv unlik tweet nhi krte apni public k liy krte hain apko itna â€¦ co idkzldz,neutral,"tensor([0.2689, 0.5046, 0.2265])"
1295,11083,@ ikirtitiwari @ priyankagandhi Jab political history pata nahi ho to modi wala history kiyon sunati ho .. Jo shayad k â€¦ https // t . co / LTphBxtg6R  ,ikirtitiwari priyankagandhi jab polit histori pata nahi ho modi wala histori kiyon sunati ho jo shayad k â€¦ co ltphbxtgr,neutral,"tensor([0.3149, 0.5437, 0.1414])"
1296,28075,Secret superstar has done more than Bajrangi bhaijaan worldwide . Secret superstar is a masterpiece then ðŸ˜‚ https // t . co / 63LOYqRNUk  ,secret superstar done bajrangi bhaijaan worldwid secret superstar masterpiec ðÿ˜‚ co loyqrnuk,positive,"tensor([0.1155, 0.3817, 0.5028])"
1297,29938,@ iasmamalik @ nomanhaidernomi â£ï¸ My Love For Him No body Can Guess It's Infinite â£ï¸â£ï¸ Bht yaad araha ha ðŸ˜­  ,iasmamalik nomanhaidernomi â£ï¸ love bodi guess infinit â£ï¸â£ï¸ bht yaad araha ha ðÿ˜­,positive,"tensor([0.0541, 0.2709, 0.6750])"
1298,21255,@ Tanwirahmad0786 @ raj _ wipro @ ShatruganSinha Ka hua bhai jaan Bjp ne ghatka de dia na ðŸ˜ðŸ˜ Ab 5 sal tak rona modi ke â€¦ https // t co / Z6mgIn3NNJ  ,tanwirahmad raj wipro shatrugansinha ka hua bhai jaan bjp ne ghatka de dia na ðÿ˜ðÿ˜ ab sal tak rona modi ke â€¦ co zmginnnj,neutral,"tensor([0.4228, 0.4259, 0.1513])"
1299,11142,@ MianZaheer311 Kesi gastii ka bacha dalal tri Behan ki chut mari Edna gandu gastora  ,mianzah kesi gastii ka bacha dalal tri behan ki chut mari edna gandu gastora,negative,"tensor([0.9246, 0.0675, 0.0079])"
1300,11625,RT @ NadeemfParacha â€˜ Idhar hum idhar tum â€™ was never said by ZAB It was a newspaper headline by Abbas Athar And kindly read the Hamood-ur â€¦  ,nadeemfparacha â€˜ idhar hum idhar tum â€™ never said zab newspap headlin abba athar kindli read hamoodur â€¦,neutral,"tensor([0.3326, 0.5583, 0.1091])"
1301,33538,@ iamPranavSRKian @ iamfiroz _ @ KingSRK _ 14 Tum sab chutiye ho bc ... Ye firoz naya hai usse utni akkal nahi hai ... Tum â€¦ https // t . co / RgM8v068iy  ,iampranavsrkian iamfiroz kingsrk tum sab chutiy ho bc ye firoz naya hai uss utni akkal nahi hai tum â€¦ co rgmviy,negative,"tensor([0.5252, 0.2595, 0.2152])"
1302,28975,Pic1 - To kya Pic2 - CWC meeting me baithe yha sab haare huye hai unhe dekho wo bhi .... https // t . co / 9jhi4l3iiL  ,pic kya pic cwc meet baith yha sab haar huy hai unh dekho wo bhi co jhiliil,neutral,"tensor([0.3987, 0.4475, 0.1538])"
1303,41189,@ imVkohli Lovely ðŸ˜˜ðŸ˜˜ You looking great .. Being united just like this with fun too win your first # WorldCup match ðŸ˜Š Lov â€¦ https // t . co / baTxefFk5t  ,imvkohli love ðÿ˜˜ðÿ˜˜ look great unit like fun win first worldcup match ðÿ˜š lov â€¦ co batxeffkt,positive,"tensor([0.0939, 0.3701, 0.5361])"
1304,23565,@ yadavakhilesh Bahot badi bhul ho gayi mayawati se kyu mayawati ko PM bana tha is liye Up congress ke satha nhi gay â€¦ https // tco / xBJYdBZhqa  ,yadavakhilesh bahot badi bhul ho gayi mayawati se kyu mayawati ko pm bana tha liy congress ke satha nhi gay â€¦ tco xbjydbzhqa,negative,"tensor([0.5103, 0.3977, 0.0919])"
1305,13519,@ narendramodi Modi ji zara is video ko dekho https // t co / AVXk4RZb2T Aur zaroor dekho kia yahi vishvas ki baat ka â€¦ https // t co / MJNGgTSBBQ  ,narendramodi modi ji zara video ko dekho co avxkrzbt aur zaroor dekho kia yahi vishva ki baat ka â€¦ co mjnggtsbbq,neutral,"tensor([0.1575, 0.5803, 0.2622])"
1306,11574,O bc . 150 doston ka delegation leke mere paise se umrah krwane kyun gy the jb dil dharak rha tha to ? https // t . co / 5PwHw0Gu0r  ,bc doston ka deleg leke mere pais se umrah krwane kyun gy jb dil dharak rha tha co pwhwgur,neutral,"tensor([0.2775, 0.6289, 0.0936])"
1307,27317,@ khayyam _ shah @ A _ Qadir _ Patel Hahahha wo Jo bahir se bhok bhok k tak jata or keamari khbi band nahi hove na khbi as â€¦ https // t . co / FsOjwgxVaY  ,khayyam shah qadir patel hahahha wo jo bahir se bhok bhok k tak jata keamari khbi band nahi hove na khbi â€¦ co fsojwgxvay,negative,"tensor([0.4629, 0.3980, 0.1391])"
1308,44376,@ RajThackeray Ye sirph aur sirph Evm me Hera pheri karke jita huaa election hai nahi to Modi ne aisa kinsa kam kiy â€¦ https // t . co / gXlR2JOdxl  ,rajthackeray ye sirph aur sirph evm hera pheri kark jita huaa elect hai nahi modi ne aisa kinsa kam kiy â€¦ co gxlrjodxl,neutral,"tensor([0.2667, 0.5060, 0.2273])"
1309,37693,@ chaljaihindbol @ ShahnawazBJP Love u both Rubi n shajnawaz We embrace sachche mussalman who are just as passionate for Ma Bharati  ,chaljaihindbol shahnawazbjp love u rubi n shajnawaz embrac sachch mussalman passion bharati,positive,"tensor([0.2002, 0.2783, 0.5215])"
1310,4101,@ SirPareshRawal You are real villain ðŸ¦¹â€â™‚ï¸ in film industry as well your real life you have proved who are you kabhi â€¦ https // t co / nzfbak5tCC  ,sirpareshraw real villain ðÿ¦¹â€â™‚ï¸ film industri well real life prove kabhi â€¦ co nzfbaktcc,positive,"tensor([0.1913, 0.3789, 0.4298])"
1311,351,RT @ reabee6 graduation day I was blessed with my brother coming home âœ¨ congrats to the c / o 2019 I wish you all the best . i love you . https â€¦  ,reabe graduat day bless brother come home âœ¨ congrat c wish best love â€¦,positive,"tensor([0.0512, 0.3343, 0.6145])"
1312,19945,Happy Birthday VB ! ðŸ’•ðŸ’« You â€™ ve literally been like a sister to me you â€™ re someone i can always count on for being the â€¦ https // t co / o35FWNIXQH  ,happi birthday vb ðÿ’•ðÿ’« â€™ liter like sister â€™ someon alway count â€¦ co ofwnixqh,neutral,"tensor([0.1205, 0.5395, 0.3400])"
1313,19906,@ theskindoctor13 @ dr _ vismay @ PMOIndia @ narendramodi Doctor sahab jcb ki tabiyat kaisi hai Sala pura din ho gaya chain nahi aa raha hai  ,theskindoctor dr vismay pmoindia narendramodi doctor sahab jcb ki tabiyat kaisi hai sala pura din ho gaya chain nahi aa raha hai,neutral,"tensor([0.3605, 0.4804, 0.1591])"
1314,7593,@ AshrafFem @ satyapr00079311 Thanks n many thanks to Zaved Miya . Apke Roze safal ho gaye .  ,ashraffem satyapr thank n mani thank zave miya apk roze safal ho gay,positive,"tensor([0.0073, 0.1858, 0.8069])"
1315,28214,@ sdtiwari Reeta ji ye na bhule ki wo Congress se BJP mein aayi thi aur wo jeeti bhi isiliye hain kyunki wo ab BJP â€¦ https // t . co / 0o1UMy8nuI  ,sdtiwari reeta ji ye na bhule ki wo congress se bjp mein aayi thi aur wo jeeti bhi isiliy hain kyunki wo ab bjp â€¦ co oumynui,negative,"tensor([0.5322, 0.3191, 0.1487])"
1316,9611,My first day first show bhaijaan COMINGSOON 5 ï¸âƒ£ June My family all time blockbuster movie bhaijaan bharat â­â­â­â­â­â­â€¦ https // t . co / egJcdlhklN  ,first day first show bhaijaan comingsoon ï¸âƒ£ june famili time blockbust movi bhaijaan bharat â­â­â­â­â­â­â€¦ co egjcdlhkln,positive,"tensor([0.0780, 0.3418, 0.5802])"
1317,4793,@ Parlo _ Tweets Bhai ye khud raand hai comment kregagaali degafir khud troll hoga aur fir jab gaand jalne lgegi to block kr dega ðŸ¤£ðŸ¤£  ,parlo tweet bhai ye khud raand hai comment kregagaali degafir khud troll hoga aur fir jab gaand jaln lgegi block kr dega ðÿ¤£ðÿ¤£,negative,"tensor([0.9511, 0.0358, 0.0131])"
1318,15196,@ AmitShah @ vijayrupanibjp @ narendramodi Congratulations sir hame apke uper pura bharosha hai is pad ke liye aps â€¦ https // t . co / Iyef53xZIn  ,amitshah vijayrupanibjp narendramodi congratul sir hame apk uper pura bharosha hai pad ke liy ap â€¦ co iyefxzin,positive,"tensor([0.0622, 0.2166, 0.7213])"
1319,9385,Kyoki Modiji to Kam mai lag Gaye to HATHI ki tarah chalate jayenge aur kutte ke bhokane ka asar nahi hoga . Lekin S â€¦ https // t . co / g5dXg7tWAU  ,kyoki modiji kam mai lag gay hathi ki tarah chalat jayeng aur kutt ke bhokan ka asar nahi hoga lekin â€¦ co gdxgtwau,negative,"tensor([0.6501, 0.2239, 0.1260])"
1320,1568,@ ICC @ windiescricket @ Jaseholder98 @_ srb _ 18 ye chutiyo se WI ko haraya nhi gya aur ye India ko harane aye h ðŸ¤£ðŸ¤£ðŸ¤£  ,icc windiescricket jasehold srb ye chutiyo se wi ko haraya nhi gya aur ye india ko haran aye h ðÿ¤£ðÿ¤£ðÿ¤£,negative,"tensor([0.8381, 0.0965, 0.0654])"
1321,30318,Aab chhod chale tera galiyara Yeh dhoopyeh vaadi yeh tera shaher saara Phir mulaqat ho shayad ek sapne mein dobar â€¦ https // t . co / B6S2YPTKW0  ,aab chhod chale tera galiyara yeh dhoopyeh vaadi yeh tera shaher saara phir mulaqat ho shayad ek sapn mein dobar â€¦ co bsyptkw,negative,"tensor([0.5990, 0.2563, 0.1447])"
1322,41408,RT @ Saurav98111304 @ ravipratap913 @ RahulGandhi Sabke daaman me daag hai koi apne ap ko 100 % sahi bata hi ni sakta jo desh k liy congress ka â€¦  ,saurav ravipratap rahulgandhi sabk daaman daag hai koi apn ap ko sahi bata hi ni sakta jo desh k liy congress ka â€¦,neutral,"tensor([0.3691, 0.4796, 0.1513])"
1323,13941,@ TStokesII _ SHU Come on bruh you giving kawhi more props than lebron with the 2016 cavs ?  ,tstokesii shu come bruh give kawhi prop lebron cav,neutral,"tensor([0.1247, 0.5762, 0.2990])"
1324,35004,@ narendramodi BAHUT SARI SHUBHKAMNAYE AAP HAMARE DESH KO TARKI KE MAARG AUR AAGE LE JAYENGE EK BAT AUR SIR APNE â€¦ https // t . co / hx2iHl7YXg  ,narendramodi bahut sari shubhkamnay aap hamar desh ko tarki ke maarg aur aag le jayeng ek bat aur sir apn â€¦ co hxihlyxg,positive,"tensor([0.0515, 0.1928, 0.7557])"
1325,13909,@ dabanggkhan9561 @ taran _ adarsh Are phale Bharat ko release to hone do phele hi flop bol rahe ho  ,dabanggkhan taran adarsh phale bharat ko releas hone phele hi flop bol rahe ho,negative,"tensor([0.5857, 0.2677, 0.1465])"
1326,7007,@ TalhaGhouri786 @ MaryamNSharif Ksi suwar daku ghadar qatil ki oqaat nhi k wo riyasat ko chalange kry or kry bhi kyu â€¦ https // t co / 2OgVnyYR4O  ,talhaghouri maryamnsharif ksi suwar daku ghadar qatil ki oqaat nhi k wo riyasat ko chalang kri kri bhi kyu â€¦ co ogvnyyro,negative,"tensor([0.6309, 0.2685, 0.1007])"
1327,32744,@ FirhadHakim HakimshaabI support Mamta Banerjee she is a true epitome of secularism in India . JaiShreeRam might so â€¦ https // t . co / xVe94L3XjC  ,firhadhakim hakimshaabi support mamta banerje true epitom secular india jaishreeram might â€¦ co xvelxjc,neutral,"tensor([0.2463, 0.3808, 0.3729])"
1328,11789,@ dhruv _ rathee ðŸ‘† is chutiye ke life ka problem Kya hai ? Jab yeah kuch ukhad nahi sakta toh bhokta kyu rehta hai .... A â€¦ https // t . co / eAz0tjFp3k  ,dhruv rathe ðÿ‘† chutiy ke life ka problem kya hai jab yeah kuch ukhad nahi sakta toh bhokta kyu rehta hai â€¦ co eaztjfpk,negative,"tensor([0.8116, 0.1468, 0.0416])"
1329,14459,I Don't know Is Video main Funny kia he .. Means Agar kisi ko Properly Urdu or English bolni nahi ati to Kia woh Is â€¦ https // t . co / RbNWJHziqR  ,dont know video main funni kia mean agar kisi ko properli urdu english bolni nahi ati kia woh â€¦ co rbnwjhziqr,neutral,"tensor([0.2465, 0.6419, 0.1117])"
1330,8947,@ jaavedjaaferi @ kamaalrkhan Jinko khud none & non me difference nahi pata wo chale dusro pe comment krne ðŸ˜‚ðŸ˜‚â€¦ https // t . co / 6CfNmTN4RO  ,jaavedjaaferi kamaalrkhan jinko khud none non differ nahi pata wo chale dusro pe comment krne ðÿ˜‚ðÿ˜‚â€¦ co cfnmtnro,neutral,"tensor([0.3722, 0.5222, 0.1056])"
1331,11234,@ NusratJahanMP Is Ramadan Mubarak k mahine mai Allah aapki hr jayeez tamana ko pura kare or aapko aapk har maqsad m â€¦ https // t . co / fEw1fDZa2O  ,nusratjahanmp ramadan mubarak k mahin mai allah aapki hr jayeez tamana ko pura kare aapko aapk har maqsad â€¦ co fewfdzao,positive,"tensor([0.0515, 0.2519, 0.6966])"
1332,18091,@ sumukh _ 22 Wtf is wrong with him da p horny chuth  ,sumukh wtf wrong da p horni chuth,positive,"tensor([0.0558, 0.4163, 0.5279])"
1333,43915,@ whosthatmiss @ whosthatmiss aapke toothpaste me namak hai ? By the way nice smile ðŸ˜„  ,whosthatmiss whosthatmiss aapk toothpast namak hai way nice smile ðÿ˜„,positive,"tensor([0.1316, 0.3840, 0.4844])"
1334,43118,RT @ HiTonesSA RT this to win a $25 bar tab for tonight only . Every friday we party so pull up on us . With resident dj â€™ s @_ lzrcat and @ isaa â€¦  ,hitonessa win bar tab tonight everi friday parti pull us resid dj â€™ lzrcat isaa â€¦,neutral,"tensor([0.1708, 0.6081, 0.2211])"
1335,19691,@ SushmaSwaraj Ek hi to ye achchi saksh aur sahi bandi the cabinet me bjp ki unko ye saal bahar kar diya inhone . # respect to you Mam .  ,sushmaswaraj ek hi ye achchi saksh aur sahi bandi cabinet bjp ki unko ye saal bahar kar diya inhon respect mam,neutral,"tensor([0.2866, 0.3911, 0.3223])"
1336,29670,@ gssjodhpur @ htTweets Congratulations âœŒï¸ðŸ’ðŸ˜ŠðŸŒ¹ðŸŒ¹ðŸ‡®ðŸ‡³ jai Shree ram Bikaner ki saan Gajendra ji ðŸ‘Œ pandit ashok kiradoo Kolk â€¦ https // t . co / 5tm79ji39M  ,gssjodhpur httweet congratul âœœï¸ðÿ’ðÿ˜šðÿœ¹ðÿœ¹ðÿ‡®ðÿ‡³ jai shree ram bikan ki saan gajendra ji ðÿ‘œ pandit ashok kiradoo kolk â€¦ co tmjim,positive,"tensor([0.1545, 0.2939, 0.5517])"
1337,22142,@ damnmanahil All the best ...ðŸ¤ž nhi pdho ese he do xam ðŸ˜…  ,damnmanahil best ðÿ¤ž nhi pdho ese xam ðÿ˜…,neutral,"tensor([0.1694, 0.5179, 0.3128])"
1338,4662,Pepar se Karnataka me local Chunav hua congress ki badi jeet congress ke 1000 log jeete aur j . d . s ke 375 l â€¦ https // t . co / 8cKhgiKTCS  ,pepar se karnataka local chunav hua congress ki badi jeet congress ke log jeet aur j ke l â€¦ co ckhgiktc,negative,"tensor([0.5157, 0.3115, 0.1728])"
1339,36093,@ YippeekiYay _ DH @ MrsNair _ 1112 @ BJP4India the infamous black mailer tihar jate jate bacha  ,yippeekiyay dh mrsnair bjpindia infam black mailer tihar jate jate bacha,negative,"tensor([0.6267, 0.2455, 0.1278])"
1340,26796,RT @ vinodkapri Best farewell one can ever dream . So touching . Getting emotional . All my love to you guys at @ TV9Bharatvarsh ðŸ’•ðŸ’•. Thanks a m â€¦  ,vinodkapri best farewel one ever dream touch get emot love guy tvbharatvarsh ðÿ’•ðÿ’• thank â€¦,positive,"tensor([0.0925, 0.3553, 0.5523])"
1341,25425,@ KumarNitw Acha fir tbhi ek bhi muslim Sansad BJP me nh hy baa karo tum Jativaad ka ganda dong Agar tum lo â€¦ https // t co / gnY7rPEBG7  ,kumarnitw acha fir tbhi ek bhi muslim sansad bjp nh hy baa karo tum jativaad ka ganda dong agar tum lo â€¦ co gnyrpebg,negative,"tensor([0.5600, 0.3084, 0.1315])"
1342,20676,RT @ AnAdityan Life consists mostly of small moments Savor them !!! & 4 us Life is CID in which we cherishlivefeelenjoy each & ever â€¦  ,anadityan life consist mostli small moment savor us life cid cherishlivefeelenjoy ever â€¦,neutral,"tensor([0.1396, 0.5874, 0.2730])"
1343,4544,@ Rajendra550 @ ChoudharyViren7 @ BCCI @ narendramodi Arrey madarjat aaj bhagna mt uss din ki tarah . Aaj tera aise marun â€¦ https // t . co / SzTbE5mIHT  ,rajendra choudharyviren bcci narendramodi arrey madarjat aaj bhagna mt uss din ki tarah aaj tera ais marun â€¦ co sztbemiht,negative,"tensor([0.8586, 0.0789, 0.0625])"
1344,37925,RT @_ Unique _ Lover Happy birthday sister @ ImPoojaInsan ji Saint Dr . MSG Insan Ji bless you for Max Sewa Simran and Parmarth # LifeStyleTi â€¦  ,uniqu lover happi birthday sister impoojainsan ji saint dr msg insan ji bless max sewa simran parmarth lifestyleti â€¦,neutral,"tensor([0.0395, 0.4984, 0.4621])"
1345,11803,@ theDcricket Bhaiya ab jeet sakti h kya South Africa ... mene South Africa pe lagaay h paise  ,thedcricket bhaiya ab jeet sakti h kya south africa mene south africa pe lagaay h pais,negative,"tensor([0.5708, 0.2585, 0.1707])"
1346,2934,@ rssurjewala Ab tumlog fr khurapat kar k no confidence mat le aana .. warna is bar ... tum sb paar ðŸ˜‚  ,rssurjewala ab tumlog fr khurapat kar k confid mat le aana warna bar tum sb paar ðÿ˜‚,negative,"tensor([0.7952, 0.1503, 0.0544])"
1347,41673,@ MamataOfficial ðŸ’©ðŸ’© now you are big part of # kalyug Jay Shree Ram https // t . co / BitYz83nYP  ,mamataoffici ðÿ’©ðÿ’© big part kalyug jay shree ram co bityznyp,neutral,"tensor([0.1118, 0.4773, 0.4109])"
1348,17948,@ narendramodi Sir ap se ðŸ™ request hai ap ke jitne bhi mp jite hai un se ap bol dijiye ke apne village me vikas jaru â€¦ https // t . co / xiGpjVagfW  ,narendramodi sir ap se ðÿ™ request hai ap ke jitn bhi mp jite hai un se ap bol dijiy ke apn villag vika jaru â€¦ co xigpjvagfw,positive,"tensor([0.1635, 0.3783, 0.4582])"
1349,29018,@ narendramodi ji A great person of india aapko dil se bhut bhut Badhai I hope aap india ko superpower bnayege  ,narendramodi ji great person india aapko dil se bhut bhut badhai hope aap india ko superpow bnayeg,positive,"tensor([0.0036, 0.0377, 0.9588])"
1350,21015,Azam Khan ke bagal wale seat pe honge Sunny deol BC kanhi gaddar ka Ashraf ali na bana de ðŸ˜…ðŸ˜…ðŸ¤£ðŸ¤£  ,azam khan ke bagal wale seat pe hong sunni deol bc kanhi gaddar ka ashraf ali na bana de ðÿ˜…ðÿ˜…ðÿ¤£ðÿ¤£,negative,"tensor([0.9394, 0.0434, 0.0172])"
1351,5438,RT @ muhdhaziimm * tengah sujud * No one Literally no one My 6 years old brother â€œ Allah berilah aku kuasa â€ Me * tahan gelak * ðŸ’€  ,muhdhaziimm tengah sujud one liter one year old brother â€œ allah berilah aku kuasa â€ tahan gelak ðÿ’€,neutral,"tensor([0.2169, 0.4892, 0.2939])"
1352,10977,Bharat is giving me the Bajrangi bhaijaan Vibes probably the firat Sallu movie in waiting for  ,bharat give bajrangi bhaijaan vibe probabl firat sallu movi wait,positive,"tensor([0.0784, 0.4378, 0.4839])"
1353,31771,Happy Birthday Leke @ ToluwalekeO Blessings on Blessings . God grant you your heart desires â¤ï¸ðŸ’—  ,happi birthday leke toluwalekeo bless bless god grant heart desir â¤ï¸ðÿ’—,positive,"tensor([0.0349, 0.2388, 0.7263])"
1354,42344,Oye paplu Kitna dhong karega re aana to wapas tujhe hai hi we all know fukat ki nautanki kyun fir tum jaise â€¦ https // t co / mvWCLOK13z  ,oye paplu kitna dhong karega aana wapa tujh hai hi know fukat ki nautanki kyun fir tum jais â€¦ co mvwclokz,negative,"tensor([0.5995, 0.2679, 0.1326])"
1355,9645,@ sardesairajdeep No problem sir Abhi waise bhi election khatm ho gaye hai to koi news koi nahi dekhne wala sham â€¦ https // t co / NM7H1FmhUq  ,sardesairajdeep problem sir abhi wais bhi elect khatm ho gay hai koi news koi nahi dekhn wala sham â€¦ co nmhfmhuq,neutral,"tensor([0.3002, 0.5648, 0.1350])"
1356,40443,@ MamataOfficial It â€™ s good that u r not going to attend . Janta ko modi dekhna hai shapat lete huye tera muh nahi dekhna bandariya  ,mamataoffici â€™ good u r go attend janta ko modi dekhna hai shapat lete huy tera muh nahi dekhna bandariya,negative,"tensor([0.7043, 0.1734, 0.1223])"
1357,27612,Kimat to dilo â¤ ki Hoti hai Warna shakal to ðŸ• kutte ki bhi cute ðŸ¶ Hoti hai ðŸ˜ðŸ˜˜ # Tuffy ðŸ• https // t co / PfXYpQB681  ,kimat dilo â¤ ki hoti hai warna shakal ðÿ• kutt ki bhi cute ðÿ¶ hoti hai ðÿ˜ðÿ˜˜ tuffi ðÿ• co pfxypqb,neutral,"tensor([0.2388, 0.5289, 0.2323])"
1358,25432,@ SirJadeja Sir ji it is 96 runs not 95 1 run ki kimat tum kya janno jadeja bapu app to Sirf 4s and 6s jante ho ðŸ’ª  ,sirjadeja sir ji run run ki kimat tum kya janno jadeja bapu app sirf jant ho ðÿ’ª,negative,"tensor([0.3847, 0.3748, 0.2405])"
1359,16838,RT @ iarpanhr @ Su4ita Fake feminism tere pas hi rakh sali . Tere jaise kuch kamini ki baja se puri woman community ki naam kharap hota hai .  ,iarpanhr suita fake femin tere pa hi rakh sali tere jais kuch kamini ki baja se puri woman commun ki naam kharap hota hai,negative,"tensor([0.9051, 0.0597, 0.0352])"
1360,11739,@ cynicalcount007 @ seriousfunnyguy @ OpIndia _ com Bc itna kuchh likha koi attention nahi mila tujhe chutye .ðŸ˜‚  ,cynicalcount seriousfunnyguy opindia com bc itna kuchh likha koi attent nahi mila tujh chuty ðÿ˜‚,negative,"tensor([0.4767, 0.4259, 0.0974])"
1361,162,@ QamarZamanPPP Qaira sahb u r a great man Apka beta nhayat nfees Us Nafs aur khoobsorat ikhlaq ka malik tha â€¦ https // tco / 7DrYuDqamc  ,qamarzamanppp qaira sahb u r great man apka beta nhayat nfee us naf aur khoobsorat ikhlaq ka malik tha â€¦ tco dryudqamc,neutral,"tensor([0.2629, 0.4682, 0.2689])"
1362,9176,@ DillyThatKid You can find love for waheguru at any age .  ,dillythatkid find love waheguru age,positive,"tensor([0.0099, 0.4209, 0.5692])"
1363,42961,RT @ gandotra _ ji Icc world cup ke joh warm up match hue hai ji woh bhaut interesting hue hai ji AMAZING Superstar Jai hind ji to everyon â€¦  ,gandotra ji icc world cup ke joh warm match hue hai ji woh bhaut interest hue hai ji amaz superstar jai hind ji everyon â€¦,neutral,"tensor([0.2513, 0.3981, 0.3506])"
1364,40299,RT @ TheBlossom _ Gal Need You @ Gurmeetramrahim Want To See You ðŸ˜­ Want Your Love Want To hear You Please Aajo ... Hme khushiyaan Dedo Daata â€¦  ,theblossom gal need gurmeetramrahim want see ðÿ˜­ want love want hear pleas aajo hme khushiyaan dedo daata â€¦,positive,"tensor([0.0497, 0.3283, 0.6220])"
1365,17797,@ Nirmalogy Accha .. tujhe followers ka ghamand hai ðŸ˜‚ðŸ˜‚ chutiye mulle .. tere jaise mujra krne walo ke followers ho hi jat â€¦ https // t . co / G2YAh6aZfD  ,nirmalog accha tujh follow ka ghamand hai ðÿ˜‚ðÿ˜‚ chutiy mull tere jais mujra krne walo ke follow ho hi jat â€¦ co gyahazfd,negative,"tensor([0.7758, 0.1468, 0.0774])"
1366,21524,@ ModiLeDubega Ji sir ji aap chahe to follow kar sakte hai mera andolan bikau media se hai and kuch jani mani hasti se .. from CG  ,modiledubega ji sir ji aap chahe follow kar sakt hai mera andolan bikau media se hai kuch jani mani hasti se cg,neutral,"tensor([0.1954, 0.5585, 0.2462])"
1367,3643,@ sabizak Mubarak . uff I still remember him as the chotu Talha .  ,sabizak mubarak uff still rememb chotu talha,positive,"tensor([0.0766, 0.2648, 0.6586])"
1368,4000,@ ak _ ahza hehe please cubit me daddy ðŸ‘…ðŸ‘… I â€™ ve been a very very naughty boy ðŸ¤­ðŸ¤­ hehe  ,ak ahza hehe pleas cubit daddi ðÿ‘…ðÿ‘… â€™ naughti boy ðÿ¤­ðÿ¤­ hehe,neutral,"tensor([0.3148, 0.4684, 0.2169])"
1369,10630,RT @ Spsingh90302262 @ Jugraj _ singh _ D @ narendramodi @ BJP4India 56 aate aate appostion wale bhag jate hai  ,spsingh jugraj singh narendramodi bjpindia aat aat appost wale bhag jate hai,negative,"tensor([0.5643, 0.2982, 0.1374])"
1370,10759,@ VISHALKUMBAR @ Veeresh1789 Muh me le le mkc . Saale tere poore khandan ki itni worth nh hogi . Bhikari  ,vishalkumbar veeresh muh le le mkc saal tere poor khandan ki itni worth nh hogi bhikari,negative,"tensor([0.8674, 0.0759, 0.0568])"
1371,11227,@ kunalkamra88 @ KanswalAnoop @ officialArnab _ Tere Jaise piddis ne modi Ko jitaya Well done keep it up  ,kunalkamra kanswalanoop officialarnab tere jais piddi ne modi ko jitaya well done keep,negative,"tensor([0.9255, 0.0438, 0.0306])"
1372,5157,Namaskar Modi ji ... Remember now planting trees is a big callenge before our people . Its a good habit to improve wi â€¦ https // t . co / NuIwjFDK4K  ,namaskar modi ji rememb plant tree big calleng peopl good habit improv wi â€¦ co nuiwjfdkk,positive,"tensor([0.0847, 0.3211, 0.5942])"
