Uid,Sentiment,clean_text,proba,preds,actual
30105,neutral, Bs 370 article hat jae Pure Hindustan me patakhe phodenge :nerd_face::folded_hands: Jai shree Ram :folded_hands:  ,[-0.8293354   0.8800598  -0.00218813],1,positive
27376,negative,Ab Kahan Gae Wo Dallay / Dalliyan Jo Shor Kr Rahy Thy 1 June Ko Pubg Ban Horaha Hy Kisi Ka Acha Bhi Nhi Kara Sakta Ban :middle_finger: # PUBG # PUBGLOVER  ,[ 1.547008   -0.13111639 -1.4952674 ],0,negative
14806,negative, _____ but i hate that bloody ekta kapoor she don't deserve multitalented actor like harshad pehle khud hc …  // t co / nrgD1w1lSH  ,[ 1.9121413 -0.7123705 -1.1837864],0,negative
9246,positive, Inkey saath desh ki saari junta jiti hai yadav ji yeh desh bhar ke chowkidaaron ki jeet hai Varna AAP jai …  // t . co / WQfbavnM6z  ,[-1.8201127  -0.09709145  2.3441846 ],2,neutral
28233,negative, _ rathee  _ sharma Tere to L lg gye aur mamta ke bhi bjp virodhi ....5 saal aur burai dhundne ka mauka m …  // t . co / HJvxM5v8Kv  ,[ 1.9451971 -0.6502382 -1.5978589],0,negative
33776,neutral,  __ here Delhi se accha street food Kahi nahi milega .. likh ke le lo  ,[ 0.11364266  0.65212744 -1.0282046 ],1,positive
32111,negative,  Apne naam ki hi laaj rakh lo ye kuttey Pakistan aur pak army k khilaaf hain inn ko tou sar …  // t . co / qHirVbAGN1  ,[ 2.745027  -1.3537569 -1.7636847],0,neutral
22955,neutral, _ Peg Your dp reminds me that I need a bandar  ,[-1.2853781  2.488488  -1.0672212],1,neutral
36703,negative,  Kabar khod ke apna profit ka nunu check kar ja .. Kya pata havasi ka aaj bhi khada hoga :face_with_tears_of_joy:  ,[ 1.1178521   0.15601282 -1.7496595 ],0,negative
27302,negative, Ye chutiye bina examine aur fact check kiye article likhne waale pendu jaake khan market me gaa * d mara  ,[ 2.7517262 -1.5529321 -1.4920208],0,negative
16325,negative, Is ak Bad Tum Ne Ajeeb Bewafai Wale Tweet Krne Hen :unamused_face:  ,[ 0.7812763   0.74854743 -1.3842453 ],0,neutral
9738,negative, Ye to apke liye ek achha mauka tha un Bengali bhai bahano ko samjhane ka ki ye sab political viole …  // t co / 1VTYoPo2BX  ,[ 1.1017612   0.06564113 -0.9677362 ],0,negative
42858,negative, Jab Teri maa ko uthaane keliye jab abhinandan ko bheja tha India ne tou wardi waale he thay jinhu ne us …  // t . co / NLZGe4pG1Q  ,[ 2.3824594 -1.2655406 -1.3615689],0,neutral
45031,negative,   _ hazra Kat is selfish she be like apna kaam banta bhaad mein jaye janta salman khan should know she is aastin ka saan …  ,[ 1.0350721  -0.13653074 -0.9176094 ],0,negative
21805,positive,I WISH VERY AND VERY HAPPY AND # BLESSED # RAMADAN OR # RAMJAAN MONTH TO ALL AND ALL OF YOU THE HON  MEMBER SIR AND …  // t co / a4SR6sahYc  ,[-1.921607   -0.11532341  2.6204984 ],2,positive
28864,negative, Kyuki suru se hi waha regionalism ko bhadkaya gaya afsos national party Congress kabhi ishka virodh nahi Kar payi .  ,[ 0.7975047   0.46625468 -1.3010186 ],0,negative
24839,neutral,  _ ET  >> kasai ke beez nikammy teri apni chhatt ( roof ) 5saal se kharab …  // t . co / 6jDKwoUa4e  ,[ 0.6791552   0.83522433 -1.704864  ],1,negative
36018,negative, You are also intelligent ! You know how to spread lies . Tera Kuch Nahi Chalne Wala ! Baap aya hai home pe ...  ,[ 0.32795542 -0.05031187 -0.14811379],0,negative
43850,neutral, _ janjua No u have to make ur own reputation in society . You got freedom 1 day before INDIA :India::India::India::India::India::India: but …  // t . co / fcisJd0ANo  ,[-0.5135439   0.91037965 -0.21416032],1,positive
1161,neutral,   Rakhi pure drame baaj ha ha :face_with_tears_of_joy::face_with_tears_of_joy:. No one but a big joker .  ,[-1.2759532  2.213198  -0.6014499],1,negative
33716,neutral, _ FluffyGuy     Arre yaaar tere liye shbd nahi hai mere paas :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:  ,[-1.5846801   2.0882943  -0.22004195],1,neutral
13911,positive,  Zindagi Phoolon Se muskurati Rahe Har Khushi aapke Daaman Mein Aati Rahi Khuda Se …  // t co / n4CmVkmsUu  ,[-0.44268572  0.0518193   0.6542359 ],2,neutral
16656,neutral,Aamir Khan ki kaunsi movie hai aapki favourite ? Dil ya QSQT ? # ZeeBollywood # ShuddhBollywood # Bollywood  _ khan  // t . co / osbxcDl9s1  ,[-2.0233793   1.9595984   0.14752947],1,neutral
17605,neutral,Janta ko nahi muslmano ko condom dena hoga  // t . co / B2aNxWg235  ,[ 0.5876299   0.65323824 -1.2957153 ],1,negative
38451,neutral, District Moradabad Kanth road Mora Milak ki light ki problem 15 Sal se Hal nahi ho payi hai . Aur na hi koi …  // t . co / jLI11G66fs  ,[-1.1831756  2.2137942 -0.8385505],1,neutral
14109,positive,Happy Birthday to my Simran !!!  _ Choudary :red_heart::red_heart::red_heart::red_heart: May you have Many Many more !!!!!! Your that friend that i …  // t . co / OPpk7q2Og3  ,[-2.268552    0.13723335  2.6865447 ],2,positive
28458,negative,Bjp supporters fattu sala Mann mein itna paap hai salo ka ki party ka slogan hi jai sree ram rakh diya waise ye …  // t . co / VHMzpf2sdy  ,[ 2.4851298 -1.0286332 -1.7317313],0,negative
14398,positive,So proud of my favorite power couple   _ fadu !!! :clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone: Go Peyt :double_exclamation_mark: Go Zac :double_exclamation_mark: # GoBucs :double_exclamation_mark:  // t . co / jCeGRWmRne  ,[-2.4376814  1.2116567  1.7915887],2,positive
32495,neutral, Wo Octopus size ka macchar bolega na  uske vani main # CWC19 # WWC2019 # BleedBlue  ,[-1.6366171  2.3331866 -0.4524252],1,neutral
28625,neutral, 23 may ko appka count down chalu ho jayega public ko appki sarkar nahi chaiye  ,[-0.24740592  1.1546198  -0.96349275],1,negative
35124,neutral,Finally jab apka Nikkah apke Crush sy hojae  // tco / AV619JpxV6  ,[-2.1550841   2.409441    0.20080437],1,positive
44779,negative,Sir ye log randi aur bharuaa se kam nahi hai . Ye sale harami log deshdrohi hai . Mai galat word esiliye nikalta hui …  // t . co / 3OynND6CjS  ,[ 2.2638302  -0.91437656 -1.6642857 ],0,negative
24341,negative, Beta ne baap ka name or kharab kar diyalog bolenge ki baap ne kch sikhaya hi nhi hai :folded_hands_light_skin_tone::folded_hands_light_skin_tone::India::India:  ,[ 1.2925972  -0.45269898 -0.893063  ],0,negative
17302,negative,  Tera baap aya tha dekhne chutiye murderer hain ke nai jaise tune badi apni bandiyo ke s …  // t . co / 5wE39E2x9O  ,[ 2.692953  -1.5096322 -1.5827765],0,negative
5777,negative, Haram ki khane wale ko agar haram ka kuch milata hai to koi kuch kahata hai to sahan bhi karana cha …  // t co / 8LkSQoxqPv  ,[ 2.2806864 -1.0599011 -1.600492 ],0,neutral
30753,neutral, _ PATRAg   Sambit bhai apka jaan khatre mai hai Shayad ghar se kam niklye …  // t co / cRGAljElU9  ,[-2.4866388  1.6772662  1.3215787],1,neutral
26258,neutral, Nahi wo wohi sidrah bibi wala ackunt hai jis ko kabi bilawal b promotd krta gai aur maryam baji ka pura m …  // t . co / suTqJaTVPD  ,[-0.7319967  2.0550008 -1.1609833],1,neutral
11761,positive,Ayeeee :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: thnkuuu so much . It really means a lot :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:  // t . co / WMB66ZLbua  ,[-2.4742641  0.8270319  2.3337452],2,positive
33480,negative,     _ Varma     Tum apni ammi chu *** bc  ,[ 2.5502129 -1.0393811 -1.8326708],0,negative
17151,negative, Allah bachaye Pakistan ko is ganjay chor Nawaz sharif sy .... r iski nasal sy ...  ,[ 1.6300387  -1.148396   -0.52226466],0,negative
22232,positive,  ALL OF THEM SOUND SO GOOD HAYI REALLY DOESN'T HAVE ANY BAD SONG # LEEHI24DEGREES  // t co / ABXs2TmLl7  ,[-2.1078098  0.5125447  2.223107 ],2,positive
33223,negative, _ asman  Bc tujhy payr se samjha raha hn tu kuty ki trha bhonk raha inta mard hai to randi k bachy …  // t . co / A3G6UV4lfJ  ,[ 2.7158933 -1.6467692 -1.4902127],0,negative
18895,neutral,Kya iss jit se Hindustan ke future par koi asar padne wala he nahi mujhe nahi lagta . Kyu ki jab koi admi national t …  // t . co / eVQLeP817f  ,[ 0.13327111  0.3661157  -0.65711135],1,neutral
40080,positive,Everyone India is the best country in the world Pakistanis Humare Baap se badkar koi nahi ho skta duniya me  ,[-0.18891163 -0.9312735   1.5134985 ],2,negative
33723,negative, This is not even  bharat It is opposition mukt bharat  ,[ 1.1972704  -0.41508198 -0.82535976],0,neutral
12878,negative,  _ arain  Abe laude . Indian hu bsdke . Tere tarah ghatia soch nahi hai mera .  ,[ 2.031578   -1.3402203  -0.83729285],0,negative
44349,neutral,   _ 10   _ insa _    __ Kaur    …  ,[-1.7381978   2.494775   -0.51390606],1,neutral
32426,positive,dear bts our goals and lives might differ but to you i wanna say we made it . love jaana  ,[-2.147077   0.4204943  2.3455245],2,positive
31512,positive, Hsn _ Shah :face_with_tears_of_joy::face_with_tears_of_joy: mtlb k apka dil kr ra hy nasha krny ko  ,[-1.7678909  0.8485629  1.6702061],2,neutral
2439,positive, _ tweetz Yrrrr nahiiiiii bilkul nahi aisa kuch bhi nahi hai Tum bilkul bhi buri nahi ho Tum bahut bahut bah …  // t co / AWVRfttNY3  ,[-2.3431406  1.2420226  1.6861981],2,neutral
28134,negative, Dhruv tyagi ko mara gaya tab knyu silent ho AAP sirf muslimo ki party ban gai hai like Congress  ,[ 1.6982815 -0.5536906 -1.5118783],0,negative
35315,positive,hi schoolmate once palang kita nag-bonding ( sa baybay ) hmmmm nice ka man updon ka nice simo personality mayad ka …  // t . co / ooR1KtoL00  ,[-1.8881478  -0.07367814  2.6904657 ],2,neutral
23331,negative,Ye tumhare Na Mardi ki dalil h ke tum 20 milkar 1 person se lad rahe ho mard ho to apne barabar wale se lado T …  // t co / zVxohOpDm1  ,[ 2.6511688 -1.4485933 -1.5357704],0,negative
21256,negative,  Modi samarthak hai bhai => chowkidaar aur tum chowkidaar pe hi chori ka aarop laga rahe ho …  // t . co / HQZP3358ek  ,[ 0.47813144  0.07840677 -0.7642097 ],0,negative
27604,negative,  # StuDent Mam Bachy Kesy # Paida hoty hain :smiling_face::smiling_face_with_smiling_eyes: # Mam # Parri Ati H # Asman S Ur # Bachy ko Maa ki # Goad My Rkh kr Chali jati …  ,[ 0.8474514  0.1290281 -0.7310893],0,positive
3881,neutral, Har bar bykea sy hi bhijwati hun yaar is bar bhi bhijwa dugi maro mat tum  ,[-1.0404875   1.0324775   0.35240716],1,negative
22044,neutral,  Agya Koo would have performed that song better  // t co / KsmooTgUcA  ,[-2.5900745  2.143956   0.9457974],1,positive
38943,neutral, Pakistan ko phle Ireland Holland se qualifying match khelne Chahiye .. Uske bad they can enter WC ..  ,[ 0.44420207  0.5498056  -0.9775417 ],1,neutral
44573,positive,This is PEAK  Jumo naacho gaao yaaro raise a toast to the cinema we love the most :smiling_face_with_heart-eyes:  // t . co / LeHvyM7ewM  ,[-2.5343823   0.81550413  2.385559  ],2,positive
20035,neutral, _ me  Whenever I see any highlights of 90s match I always see either this Manju boy out for …  // t . co / gtnCoF0dQ5  ,[-1.7611388   2.0472553   0.11452507],1,neutral
30578,positive,Humare desh KE PMOI SHREE MODI JI JISH TARAH AAP KO JAAT PAAT SE UTH KAR LOGO NE JANMAT DIYA HAI USHI TARAH AAP SE …  // t co / 2qx5QZLT5j  ,[-1.9836668  -0.08336296  2.6329472 ],2,positive
12235,positive, _ and tmrw is last jumma of ramadan so Dil khol ky mangein gy dua :winking_face::winking_face:  ,[-2.1235013  0.3053683  2.4598763],2,positive
4216,positive, Jai Shi RAM 17bi Lok sabha ki P M ki sapat Lene ke Liye mere sapariwar ki tarf se Bahut Bahut Mubarak …  // t co / pEeBtkA7aP  ,[-2.0350008  -0.12999843  2.6722543 ],2,positive
3459,negative,Ab ye chor $2000 ki drug bolkay funding laingay ( read KHAYENGAY ) aur $8 ki drug Australia se manga k dou chaar din S …  // t . co / EcLJnCnUnI  ,[ 2.313492  -0.8659678 -1.7878611],0,negative
30029,neutral, MLA ji Please follow the advice given by our Lokpriya neta .  ,[-2.3655     2.0201294  0.6292749],1,neutral
19583,negative, Itna Dara hua Musalmaan he ki bacho ko rape kar raha he . Is he following Quran too seriously .  // t . co / iZVL84HUxf  ,[ 1.456424   -0.18719304 -1.6899385 ],0,negative
13948,positive,Today is your din and I hope you get all the happiness in the world I hope ham aage bhi aase birthdays manae :two_hearts: par …  // t . co / eKCedp6agz  ,[-1.8458164  -0.24260415  2.6799955 ],2,positive
28420,negative,  _ Nihayti chutiya log ... Vo actors apni hi film ko leke mzaak nhi kr skte kya .. Mentions mai ghus ke Gaali deni h .. SRK ko …  ,[ 2.4647002 -0.9968151 -1.7098131],0,negative
14834,neutral,Atal ji ki baatein sach sabit hui aaj bjp ne apne dum pe doobara sarkar banai aur janta ne congress ka mazak wa …  // t co / QqD922gBVj  ,[-0.921238    1.1816478  -0.35428107],1,positive
8891,positive,  Yeah yeah u done amazing job and covered this gap in 9 months . Get a life man . Sirf kis …  // t . co / X66TpYhvb3  ,[-1.9269799  -0.10995985  2.6362498 ],2,negative
8033,neutral, baadra ji dash kaa paisa khaaker illaj vidasho ma nahi hindustaan ma hi kara lo bhagna nahi danga court sa bhi aisi ummeed ha  ,[ 0.45218647  0.53881145 -1.0172784 ],1,negative
34910,neutral,  Abhi to BJP Ko 303 aaye hai congress wale sadme me chal gaye 2024 me jab BJP 400+ aayege to …  // t co / CozW2rtVEU  ,[-0.86829907  1.69573    -0.85939986],1,neutral
17583,negative,  World cup khatam huva Aap galli cricket bol rahe ho  ,[ 1.847424  -0.9639534 -1.2745781],0,neutral
36779,positive,          Behad khush …  ,[-1.7979577   0.02575841  2.4053292 ],2,positive
39295,positive,  God ’ s name is a treasure trove of happiness that fills one ’ s life in this materialistic world and the eternal world as w …  ,[-1.8640873  -0.17796026  2.6365788 ],2,positive
13462,negative, Insan kab mehmaan ban k jaane se inkaar karta hai ? Apne mehmano ka qadr karo BJP ka mouthpiece b …  // t co / U1M0wnKOIB  ,[ 1.4915701  -0.08792852 -1.5362412 ],0,neutral
24007,neutral,Wo khush naseeb he ye zakhm jis ko ras aagya Ye aansuon ke haar khun baha nahin hen dosto Ke wo to jaan de ke qar …  // t . co / qfWsyD5aIe  ,[-1.993347    1.6999097   0.59145206],1,neutral
30329,positive, _ rebel    Bharat Ali Abbas ki bajrangi bhaijaan hai .. badi Blockbuster hogi  ,[-1.666151   -0.19294435  2.4465485 ],2,positive
6732,positive,Ya absolutely chowkidar hamara Dil Ka Chor hai .... Aap k DP me rahane waale bail pe hai vo mahatma hai  // t . co / VKsztQnLB6  ,[-0.34533864 -0.3108103   0.6248448 ],2,negative
13275,negative, Oehle kya JHANDE GAAD rakhe hain Jaitely ne ? Note-Bandi fail GST Fail . Toh usse dobara Vitt Mantri kyon banaaya jaaye ?  ,[ 2.2014556  -0.64684355 -1.7928555 ],0,negative
27767,positive, What a win for you ! And these trolls appreciating you You can't come near leave alone with equal …  // t co / 6Xxg5zqQRr  ,[-1.8911875   0.05782485  2.3070712 ],2,neutral
6203,neutral,Sad to read this ! All cities in India see a rise in temp all thanks to rapid expansion of cities and cutting dow …  // t . co / zMeZy4j1Mc  ,[-2.2192657   1.6639549   0.84566873],1,neutral
38642,negative,    _ namrata     These pseudos and fake ppl could sense the …  ,[ 1.070736    0.48060596 -1.696759  ],0,neutral
19931,positive, Aisi ho pagal panti ki ummed rahti hai kejarivaal se :beaming_face_with_smiling_eyes:. According to him this is the way to empower women . :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:  ,[-0.79815733  0.03226776  0.6391421 ],2,neutral
8300,neutral, _ m _ n _ t     Mai agar tujhay samjhanay ki koshish karonga to Tu shai …  // t co / u541mHFvND  ,[-1.8510947  2.3896558 -0.2694357],1,neutral
11736,negative, Zindagi may pahli dafa insaf or Qanoon par itimad howa kay ye chor tubber Pakistan may oh sorry jail may eid juzary gi  ,[ 1.0163195  -0.00713694 -1.2758462 ],0,positive
1502,positive,Wish if can meet  sir great writer n director Shola air Shabnam no entry welcome Raja babu …  // t co / J3z8TNHjQV  ,[-2.2122734  0.2875543  2.5257132],2,negative
13946,neutral,Pradhan Mantri Modi's Raksha Kavach Why India's women helped PM Modi emerge stronger in 2019 |  _ Verma _ |  // t co / YPwYmWtTdh  ,[-1.9937148  1.677099   0.6065393],1,positive
39470,neutral, waisay jo host es k saat hoti hay wo abhi tak sahi hay us ki himmat ki daad daini chahiye . warna jo bongi …  // t . co / CTDS2OjxOM  ,[-1.0308547   1.138164   -0.20361634],1,positive
2819,neutral,  _ rathee  _ rathee i think Modi ji ko aap jese intelligent ppl se puchn chahaie tha right ?  ,[-1.810281    1.2203933   0.91387725],1,neutral
15282,negative,  Rajdeep Modi ji ki jeet pe tum excuses le aate hoaise India today no 1 he uspe bhi e …  // t co / 36OeHnAxrX  ,[ 2.102291   -0.62666875 -1.6879284 ],0,neutral
33696,neutral,  javeria _ shah95 oh my most most fvrt serial :backhand_index_pointing_right:# SunoChanda2 :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: Thanku # HumChennal for giving us kamalsuperduper nd akheer funny seria …  ,[-2.686726   1.8137795  1.3823638],1,neutral
35381,neutral,  Rahul ki chatukaar Geeta ji . Ab koi aap logo ka backwas nahi sunega  ,[ 0.14329752  0.885209   -1.0911142 ],1,positive
34405,negative,  _ vps   Pappu ka fake to fake kisi k sath taka to bhida hain ....…  // t . co / 1ZDjPYHq8X  ,[ 1.2896289   0.19875143 -1.5929039 ],0,neutral
16948,positive,Mano .. when u gonna upload next chapter ... i loved the first one so so so much .. eagerly waiting for the next . ur w …  // t . co / BFyY6CsAG0  ,[-2.0452933  -0.04391887  2.6686618 ],2,positive
29704,neutral,10k Tweets Done Lagey Raho Solo Motion Mai :face_with_tears_of_joy: # BookBharatTicketsNow  ,[-2.0612373  1.9055836  0.3173029],1,neutral
21125,negative, Wo beef bhi khaaeye to koi aitraaz nahi ... Ab ye khaane pe bhi jallad bane baitho ho ??? Sharm kro shar …  // t . co / Cd6wY1pEz8  ,[ 1.309394   -0.09453263 -1.4902442 ],0,negative
30923,positive, _ andr Peteeeee who is thissss :red_heart: Yieeeee happy for you  ,[-2.3888075   0.55177104  2.525816  ],2,positive
14028,positive, thank you so so muh for this  ,[-2.1613483   0.23918043  2.302737  ],2,positive
37085,positive,  _ This is a wonderful idea in making this World a better place to live It ’ s time to take the Proud Bharatiya Shapath ! Everybody …  ,[-1.7010792 -0.2477702  2.5993865],2,positive
32949,negative,  Bhauk Raha to tu kya kar lega be ? Tum saale isiliye zaleel ho rahe 1000 saal se . Hum mahan …  // t . co / gwl4JnfQ6c  ,[ 2.663702  -1.4887869 -1.5520467],0,negative
44882,positive,modi ji pranam aap hamare bharat me jo sabse bada masla hai ram mandir ka vo aap ab jald se jald banvane ka py reya …  // t . co / 39ahsIvGTP  ,[-2.707796   0.9639333  2.159684 ],2,neutral
31056,neutral, _ ironman  Kya Ahmedabad ? Kahi bhi nahi mil rahi :loudly_crying_face: mera to kismat hi khrab hai .  ,[-1.0656137  1.5358452 -0.5094722],1,negative
15681,negative, Kuch kutte aise hote h khud ko baba btate hai aur gaana pe dance krte h aur gaate h Tu cheez badu h …  // t . co / y3K5OforQ2  ,[ 0.41393456  0.28046632 -0.6538289 ],0,negative
15993,positive,  Cute badshah with beautiful style # za __ bb   // t co / mNHZJadMug  ,[-2.0561237   0.13316959  2.6531074 ],2,positive
23054,negative,Media ka level bahut high ho gaya hai Ab Congress kya karegi aap jaise mahan logo ke beech ITNA HATE AAP LOGO FA …  // t co / WtpovYGMRL  ,[ 1.5830364  -0.78008115 -0.9688704 ],0,negative
13849,positive,  _ knightk   India sabse pichda desh ban jayega fir b bhakt bolenge we are on right path :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:  ,[-0.9841802  0.1408946  1.236808 ],2,neutral
33824,positive, _ chhori Now this is some Good Morning :beaming_face_with_smiling_eyes::face_savoring_food:  ,[-2.8017368  1.5206068  1.8140817],2,positive
33626,neutral, Modi ji ko congrats .... kaas modi ji ye msg pdhte toh mai bhot jaruri baat bs ek hi baat bolna chahati …  // t . co / UjHYBcUse5  ,[-2.697335   1.6290827  1.5560098],1,positive
23816,positive,  this is my pretty care free lovin life friend amy who is a tru homie and just wants to have fun  // t . co / oeIVzxYFdI  ,[-1.1961398   0.21473031  1.497798  ],2,positive
31795,neutral,    _ FAN    …  // t . co / lAbMRsf9Aa  ,[-0.86545396  1.9283264  -0.8667493 ],1,neutral
39063,positive,  OT7 zindabaad   _ bighit  _ twt    solo stans back off Video par …  ,[-2.5952957  1.3045315  1.7707717],2,neutral
24836,positive,  _ KU We are so honored to have hosted you ! It was an amazing eye opening session :raising_hands: Thank you !  // t . co / YNl92rNKvO  ,[-2.1724296  -0.00301738  2.7290146 ],2,positive
18694,negative, _ Hariom   Ye log kabhi bhi kisi ke saagein nhi ho saktein kyon ki inki aasmaani kitaa …  // t . co / 1ndMs0fvfl  ,[ 1.0113033  -0.3668316  -0.80122095],0,neutral
7386,positive, awwww im not good at expressing my feelings for jae kaya this means alot uwu im glad may nakakarelate sa …  // t . co / jtpTVDwGV2  ,[-1.6446004   0.82047206  1.3616471 ],2,positive
14243,neutral, _ shine  __ 2001  My son never agrees ... Apne mann ka Khaana hai nahi to nahi Khaana . Bilkul mujh par gaya hai . :person_facepalming:  ,[-1.2688372   1.2119614   0.28192472],1,neutral
1694,negative,# BREAKING # BREAKINGNEWS Pappu  is sad that PM Modi did not allot him any ministry ! # DukhiPappu # Gaandu  ,[ 0.99091977  0.40929982 -1.435764  ],0,negative
12744,negative,I am sorry to be the one to break it to you Bilawal but your grandfather is actually dead And no the Zinda hay …  // t co / gva66rYz96  ,[ 0.6778815  0.6467591 -1.4116306],0,positive
33874,neutral,   _ national  Pm baad me pehle hum log hi ab ye hindu muslim band kar …  // t . co / tvTGYoRjBn  ,[-0.08001015  1.5087553  -1.5130517 ],1,positive
31277,negative, Jaise U . P me chor dhaku apne aap ko khud jail bharo aandolan chala rhe the like fear of Encounter :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::beaming_face_with_smiling_eyes:  ,[ 2.6272683 -1.2778896 -1.4938527],0,neutral
35171,neutral,watching this picture a song comes to my mind from # MainAzaadHoon Itne baazu itne sarr gin le dushman dhyaan se ha …  // t . co / S9nmZCtpnQ  ,[-2.436737   2.0981464  0.8024347],1,neutral
16604,negative,I say sasti Randi Kuldeep but they confirmed Kuldeep is Randi and desi chhinal Ab mat ana mention me warna agle rp …  // t . co / snwfibFUVB  ,[ 2.2013698 -0.8666516 -1.4136753],0,negative
21758,neutral, _ Numaira  Mein ne ye nahi kaha k ye jhoot ha but just for the sake of Izaat only as Female no …  // t . co / PyxFJZ0aXZ  ,[-1.967875    2.1567519   0.26580632],1,neutral
7425,neutral, Tension mat le . Excitement kudo ba khud aaega when Spurs are leading at half time :face_with_tears_of_joy:  ,[-1.3154907   1.7156805  -0.25554246],1,positive
1271,neutral,   _ Ismail suar khane ke side effect  ,[ 0.5863189  1.1938318 -1.8820218],1,neutral
23467,positive,Awwwiee :sparkling_heart: We love you too Queen ! ;)  // t . co / 4Ie6IHxAqK  ,[-2.1604872   0.18828654  2.601496  ],2,positive
2713,neutral,  k maa baap ne usko shiksha hi aisi di hai . Dosh uske Maa baap ka h .. Uska nhi . Padh …  // t . co / WGZYdk6YAH  ,[-0.35123497  0.80057377 -0.44568643],1,negative
12902,positive, Happy birthday maddy bhaiya ... Aaj bhi rahna he tere dil me hmesa meri mobile storage me rahti h hme …  // t . co / ipb5atL2AF  ,[-2.0410342   0.16323891  2.6057136 ],2,positive
35702,neutral,  Kisko padhane ki koshish kar Rahi ho behan yeh # KhanMarketGang nahi sudhar sakte …  // t co / a03I0JyeMi  ,[-0.15939721  1.5667795  -1.4718755 ],1,neutral
59,neutral,  Are Tu aa rha h ki nhi Wo modi phir se PM ban gya Chupchaap aaja sidha sidha Vrna mo …  // t co / iQbN2nsr2S  ,[-1.3343406   0.9648274   0.25802013],1,neutral
15105,negative, in pahthon ne sai chor bzari gram kr rkhi kaptan chpal k name pe inki chpal ko koi puchta nhi tha ab oqat …  // t . co / K8OreEYQJW  ,[ 2.1932135 -0.9044691 -1.4414811],0,negative
20194,negative, Tu sahi kehta hai ki tu hissedaar hai kiraydar nahi . Isiliye tera itna hissa hoga ki tere jihadiyon ko …  // t . co / VVxY7Zxcow  ,[ 1.7398782  -0.47907594 -1.5176427 ],0,negative
19028,positive,  We're SO excited to have the amazing  _ twt performing on the # BGT stage tonight ! :party_popper::raising_hands: Trust us you won't want to miss a second o …  ,[-2.015803    0.12531145  2.606684  ],2,positive
4700,negative, _ suttybaz Yeh ajeeb percentage nikaal di wese i am harami for some people  ,[ 2.0740073  -0.57560825 -1.7140065 ],0,positive
29821,neutral, Galt h god sb dekhta h  ,[-1.0756422   0.90100557  0.27688938],1,neutral
28566,neutral,  The combined collection of # TotalDhamaal and # DeDePyaarDe  ’ s 2019 outings is well over Rs 200 crore !  // t co /…  ,[-2.2414374   2.162292    0.18345329],1,neutral
13591,neutral,  Without Himanta Biswa Sarma BJP coudn't have pushed through the Citizenship Amendment Bill . And if the BJP had pushed …  ,[-0.27740258  1.1606027  -0.9647977 ],1,neutral
38050,negative, Aur taali thukwaega chakke ? Pappu harwa Diya Jahan Jahan Gaya state saaf Kara Diya tum jaise saare …  // t co / pcIU1KMAJx  ,[ 2.7282882 -1.586386  -1.4465134],0,positive
28429,negative, chalo gill ko mat lo but pant ne to aus eng m 100 maar rkhe h usko kyu ni lia  ,[ 1.1141837  0.3675655 -1.7213136],0,neutral
38583,neutral,  Yeh gay angle to har jagah daal diya jaata hai jaise mazaak ho . It is not as common as peo …  // t . co / fTmFqQIcJv  ,[-1.1579795  2.0335956 -0.7301634],1,negative
30112,neutral, _ girl _ SM  _ indrani    Z ya J se koi farq na padta bibi masla to …  // t . co / KHvQ1Xl5KQ  ,[-1.9192553   2.548135   -0.33562472],1,neutral
39855,positive,“ You say you love rain but you use an umbrella to walk under it . You say you love sun but you seek shelter when i …  // t . co / GuOv5YOtxQ  ,[-2.1816475  1.1722859  1.673416 ],2,neutral
37825,neutral,Achanak Abdullah Mirwaiz jaise log panditon ke itne hmdrd kaise ho gaye ? Kahi aisa to nahi ki inka plan ho ki terr …  // t . co / etosRw7kJj  ,[ 0.25713366  1.2069789  -1.5939012 ],1,negative
26994,neutral, Ye fake video h lekin ghost to hote h Qki mere dost sare h meri ankho k smne To bhooto pr yakeen h hme  ,[-0.17832628  0.6536096  -0.35265517],1,positive
37431,positive,What a day ! Awesome job by Ryan to win the Cadet race and I ’ m going home second in Rok Shifter . I didn ’ t have the …  // t . co / ZLI3dL79M6  ,[-1.9591866   0.08467527  2.3745599 ],2,positive
25228,neutral,    Bai mere ko de dena yeh shoes World Cup jitne k bad :trophy::trophy:  ,[-2.233142   1.2343627  1.2055709],1,neutral
13728,negative, mai hriday se cangrechulation byakt kartahu har nahi manunga rar nahi thanunga bal ke kapal pe likht …  // t . co / 7lUGrC03zV  ,[ 1.1476436   0.05552071 -1.3197161 ],0,positive
