Uid,Sentiment,clean_text
2886,negative,  Akkaless Yadav yadi jat pat aur gathbandhan ke chakkar me nahi padke apne PAPA ki suni hoti â€¦  // t . co / hAyZ3QZdK4  
25148,negative, Babu ... opposition bnne ki aukat to juta lo phle ... 3 seat or ðŸ˜‰ðŸ˜‰ðŸ˜‰  
7893,positive,  _ Vee _ J  Yhoooooooo ðŸ˜­ðŸ˜‚ðŸ˜‚ðŸ˜­ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ Thankyou for making my day  
12033,negative, _ sharma Hum bhike nayi corrupted congress ke hatho ? Isliye Modi ki jeeth ? Public ka jeeth ? Bharat ka jeet â€¦  // t co / 4mGn3nK8Mm  
11383,neutral, IIT Society Near New Kesco Bomba Road Kalyanpur IIT Kanpur Double transfermer lga hua hai kal se ligh â€¦  // t co / sSYcQe9FyM  
9123,neutral, Sick aadmi Tera tweet dhruv tyagi pe kyu nahi aaya chillar Dilli dikhti nahi aur biha â€¦  // t co / 9dh2LTXvo3  
43183,neutral, Thhe world is becoming more of an evil place ; who put it into the mind of such a young boy to do it ?  
7937,positive,  _ 19 Aap logo ki teams mashaallah achhi he Lekin aap logo captain change kar ke bahut badi â€¦  // t . co / UEBo3uZDrk  
26266,positive,  Dhan dhan satguru tera hi aasra Gud morning sai g ðŸŒ·  please bless ðŸŒ· you all insan with sewa simran and parma â€¦  
1811,negative, _ 5055  Teri lash pr banen gay kutte ki nasal Tere nana ne jo os waqt kia wo to apna anj â€¦  // t . co / 4ciaLHXo5J  
2105,negative, _ xs  The girl was telling people not to roast her like they were ganna anyways ðŸ˜‚ðŸ˜­ they didn â€:trade_mark: t even â€¦  // t . co / RDffIyCFpj  
10565,neutral, Bhagwan ram Ko toh chor do BJP ( balatkar janta party ) ram ji Ka name leta ho vote jitna Ka liya ram j â€¦  // t . co / vfeakOBCp2  
9331,neutral, Mjy stars ka itna pta Ni ha wasy  
33377,negative,    Ek nahi blki kai farji N . G . O . 's ese hain jo desh me hindu dharm ko badnam kr dharmantaran ko â€¦  
250,positive, guruji ok bye guruji see you soon bye mummyji ðŸ:trade_mark: Papaji ðŸ:trade_mark: and I love you so much mummyji ðŸ:trade_mark: Papaji ðŸ:trade_mark:â¤ï¸â€¦  // t co / PEqoIdiPa3  
8480,neutral,  Mai kisi bhi sabha mei nahi gaya aur vote kiya Ye koi logic nahi ki jo rally mei ja â€¦  // t co / jP2en7rpKU  
19305,neutral, _ twt yoongi are you happy that liverpool won ? # YNWA ðŸ’œ  
10880,neutral, Bht si shristi hain yaha or insta pe # 15DaysToBHARAT  
11322,neutral,Salman Hanif || NEW NAAT HAAL E DIL KISKO SUNAYE AAP KE HOTE HUE  // t co / 9mzVJ5Y2RP via   
2167,negative, Ghanta sala kaise jitega wo to bola ni fheku admi ghin ata h aise dikahve logo se  
20896,neutral,  Question 1 ðŸ‘‡ # PrepQuiz The iconic song â€œ Chalo Chalein Mitwa â€ is from which Anil Kapoor movie ? - Beta - Nayak - Dil Dha â€¦  
25702,positive,   _ amna  _ says _ Happy Birthday gurl  
30439,neutral,     shabash aap ka jis nay teen wickets li ous ko cri â€¦  // t . co / okBPupc2yx  
2618,negative, The propagaters of hate . Shame on such people . Ye log tyohar me khoon ki nadi bahaye to hi unhe khushi â€¦  // t . co / 3shdXobFQU  
17875,neutral, _ sheikh  _ Sunoo Astagfarh xD my dil is empty p  
7939,neutral,Me and my babyjaan biggest fan of bhaijaan â¤ï¸ðŸ‡:registered:ðŸ‡³ðŸŒ¹   // t . co / QNdhvxfPzR  
24911,positive,  Great Sir . Bachpan me anjaane me aapse bahut nafarat karte the for your roles ( vilen )â€¦  // t . co / zIffmiS6t5  
25087,neutral, free time ki qeemat tum kya jaano arti babu !! main to kabse koshish kar rahi hun k bigad jaye ab tk nahi b â€¦  // t . co / P0mlgEzHgp  
11595,positive,Narendra Modiji at Rashtrapati Bhavan An historic win and what a Win We feel that we all are Prime minister à¤µà¤‚à¤¦à¥‡ à¤:registered:à¤¾â€¦  // t co / ixnE1gMOfT  
10934,neutral,  _ azazil  Huzoor yeh agar siyaq o sabaq k saath bat karein too Inki social media ki dukanein band na hoo jaein  
34811,neutral,  _ LMP  Who is responsible for that andhbakto ..... ab mt kahna ki nehru ji ne paper out kara diya .... ya fr rajiv â€¦  
16083,neutral, Bhen jese Ap ney pic google ki hoi wese hi mene ki phir ku Takleef hoti he bar bar ap ko Me na ye hun n â€¦  // t . co / nkuUMP9PiT  
1938,negative,    Ye sab sale . Hindu hain aab Hindu k khilaf hi khade hai â€¦  // t . co / W6ZHkuXLiJ  
24263,negative,   lanat ho is government per or in media journalist per jo in choor goverment ko support krhe ha  
14571,positive,My baby girl Jessi made the Dean's list !!!!!!!! SOOOOOOOOO PROUD OF YOU MY SWEET TINKA !!! Jessi Clements  // t . co / yGhMm7QzT4  
33067,positive,TAQDEER MOVIE IS BEST AMAZING Awesome Superstar Good All the characters is good Thank you ji Nice Thought I â€¦  // t co / ms4j1NSciR  
27366,negative, Abe buddhe isme Zimbabwe ka captain kaha hai tere ko to har baat pe khujli hoti hai ðŸ˜‚ Nanga to nahi g â€¦  // t co / 76EMrP7NAZ  
23370,neutral, _ bikash  Modi ji ka Ram nam lena aap ki uddesya se alag hai . Wayseapne uttar nehi diya mere â€¦  // t . co / rHkNlfUzNE  
25785,positive,    Ji meri party hai Bharat Varsh aur meri soch hai sarve bhavantu sukhina vasudhaiva kutumbak â€¦  
15121,positive,  Sir pranam hamare desh ka pm sri modi hona hamare lie bahat khusi ki bat he sir me h â€¦  // t co / 6yAQFsHMtB  
30507,positive,  _ bethe  you can just say Bo Ryan and Pearl - Jeters best success came with Pearl's guys in â€¦  // t . co / sF29D5AG5H  
25890,neutral, The sooner the better I say  
13104,negative,  Me hr trha ki gand mrwqny k ley tyar hoo .. pr jo loti hoi dolat hai wo wapos nahi kro ga ...... bhen chood chutia  
31250,negative, Itni ghatiya rajneet ajtak kisi ne nahi ki hogi jitni iss kanjarwal ne ki hai Delhi election me aisi h â€¦  // t . co / vZ7eV97mXT  
29072,negative, Sad reality Hamsha or at he khud ko sahe sab it karnay k lye suicide karty he mard jitna marzi bad Kar aur bad chalan ho . Allah ðŸ˜”  
18494,positive, Yes ! He is such a talented one I'm so so so so proud of him !  
22008,neutral, Sorry I Don't Have Completel Bayan ðŸ˜  
16410,positive,Amit ji & modi ji say Mera anurodh hai ki jai bhan singh Ji pawaiya ko rastriye adyakch ka pad diya jay B . J . P  // t . co / qFy24VTMJj  
42729,negative,  _ Lover Ajeeb bewakoof log h pta h nhi par bs kuch bhi bolna h Agr Islam or deen ke baare m knowledge nhi h to chup raho har koi â€¦  
43513,negative, Raj . Me Congress Govt Aane Par Ab Shubh Lakshan Prakat Hone Lage h Where is Police & Where is Law & Order Shame Shame  
26921,positive,Sir Many many congratulations Guruji ki kirpa aap par hamesa bni rahe . Aap jet ke karamchaariyo ke uthaan ke l â€¦  // t . co / aE8NbAZ48G  
11238,neutral,  __ Alix  Hmari phupho ki betiyan esi kyu ni ðŸ˜­ðŸ˜­ðŸ˜‚  
3685,neutral, nh ab log attention seeker nh banna chahty na itni embarasmnt hoti logon ko (  
36407,negative,     Ye to Chinese se bhi Maa bahen chudate hai To â€¦  // t . co / VJt9zO1itE  
19615,negative,Modi-Shah ko ... btao .. Bhartie Musalman aise hote hei ... tumhari tarah nahi ... jo satta ke liye ... polarize karne ... gal â€¦  // t . co / ybV5BwE03X  
8490,positive, _ sevelle There is so much of ur wonderful work out there ! WOW Taja !!ðŸ’œ  
33646,negative,   _ ahsaas  _ sumitverma Deske tukde hi Hindu Muslim karke kiye the Gandhi Nehru ne to Hindustan Hindu rastra hona â€¦  
25869,neutral, _ bhagat But Without Rahul No Existence of Congress . it will be Tukde Tukde .  
30989,negative, Ye anti incumbency h madam jo 70 saal ye log ne desh ka haal kra h wo ab kuch v kr ke ye daag â€¦  // t co / aBDGXsRwq0  
25331,neutral, You mami ðŸ¤ª even though you didn â€:trade_mark: t take me food or Starbucks ðŸ˜’  
25925,neutral, Best Sam and Colby tattoos  _ elizabetth Best meme  Male stan of the year  _ tfil  
21344,positive,  wish default Writer Feelings settings included more options than FULL OZYMANDIAS LOOK ON MY WORKS YE MIGHTY AND DESPAIR an â€¦  
4863,neutral,  _ My _ love Ek bohot simple sa advice .... kindly just ignore the show nd apne wale pe concentrate karo ... itna ignore karo Ye socho ki â€¦  
32720,positive,  Wishing you a very happy Diwali â¤ðŸ”¥ from all the ShraddhaGems ! Have fun sunshine   // t . co / wMq6ttD â€¦  
22951,neutral,  Wtf ðŸ˜¡ Yhi dikhata h inki upbringing Ab tk to kahi chhip gya hoga itne logo ne DM kiya h ðŸ¤£ðŸ˜‚  
2885,neutral,I second u ... Par udta Punjab kaun sambhalega .... Sachin pilot can be second best option .. He is Grounded and commi â€¦  // t . co / AZTmCrOzwh  
22591,positive, Congratulations modi shab bhagwan apko khub yes or lambi ayu de bharat ki tarkki me apka sadiyo tak name rhe  
24787,negative,Pakistan koi match jeet ni rha ghar wale cricket khelne ni dete PTCL slow chalta hai CGPA ka janaza nikla hua ha â€¦  // t . co / bCKF6sHGkY  
16669,positive, Respected Modi Ji App jiyo hajaro sal or PM Bano bar bar Bharat Mata Ki Jai  
41999,positive,  _ 1994 # manupunjabi - Whenever we Respect Someone We said Sree before Someone Name . Absolutely True Bhai Thank u so much for alway â€¦  
5006,positive,Day 26 Avida ka 25th Roza Mubarak   Bhai Allah Ap 2no ko khush rakhe â€¦  // t . co / s1yKYCUCYo  
16087,positive, Dhan Dhan Satguru Tera Hi Aasra Good Morning Papa Ji please Pita Ji Hum Sab Par Hmesha Apni â€¦  // t co / SsW4SzGavf  
1349,positive,Happy birthday  sir very very happy to return s of the day aap jio hajaro saal and make a lot film  // t co / DMu6wZ6o8r  
16717,positive, I wish my dad still alive miss him a lot and I love ur dad's response Khich k rekh  
15749,neutral,420 i feel like we â€:trade_mark: ve been mutuals for like . ever !!!!!! you â€:trade_mark: re so funny and idk why we never talk anymore king ðŸ¥ºâ€¦  // t . co / R0h983Qjx2  
41817,negative,  muft ki roti todke socha desh todegs ðŸ¤£ Nice slap on  face shameless m â€¦  // t co / QJrxkvX51V  
26249,negative,Har bar jab batting line flop karti ha Sara kasor imam bichare par kuon dala jata hai ? â€” Bechare ke patli gardan ha â€¦  // t . co / sywHfJ00Pb  
10139,neutral, ya to khud ki language k ilawa koi language mat sikho sirf hindi k piche mat pado we are Indian and hin â€¦  // t . co / F8pIY2iKNa  
44029,negative,Only person I â€:trade_mark: m calling is the authorities . You have threatened my safety for the LAST TIME MILEY CYRUS IVE HSD IT  // t . co / sKRBCzULVm  
40754,positive,    Swami ji karmo ka fal jaroor milta hai chinta na Kare . Apne acche karm kiye apna dharm â€¦  
14592,positive,  JAI ... JAI ... JAI ... JAI AKHILESH BHAIYA JINDABAD JAI HO  // t . co / Sku90lWYHm  
1566,neutral,  _ You â€:trade_mark: ve broken my resistance with your love ... turn the stone inside me back to flesh ðŸ:trade_mark:ŒðŸ¾  
28591,negative,  Kya re chutiye kab muh band rakhega apna ? Tere iss so called jokes se hasi to aati na â€¦  // t . co / 5pYLJHdJ25  
4600,neutral,  _ Tamanna Nahi ji . Aapke type ke school mein toh bilkul nahi gayi aur na kabhi jaaungi ! Ab nikali â€¦  // t . co / KtjfgDfjK5  
27071,positive, _ Surya Congratulations Sabka Saath + Sabka Vikas + Sabka Visvash ( Trust )= Victorious Bharat ( India )  // t co / yda4RqEOXE  
26168,negative, That â€:trade_mark: s the problem with stereotypes within society . Topi hai Dadhi Hai to Muslim hoga and Muslim hai to zru â€¦  // t . co / vnsMdbaHnd  
20424,neutral,  Haan hasi ban gaye Haan nami ban gaye tum mere aasman meri Zameen ban gaye # KYYS4OnVootWithPaNiAsMaNan  _ taylor  â€¦  
3466,positive, Yeah true ! Always irks me when I see someone streaming going durr hurr look at the flag i put up .  
31850,neutral,   _ urdu Mery bhai mn kisi fake website ki bt ni kr raha jo BBC k agy kch lga k b â€¦  // t . co / CLBdTnPKAm  
10511,neutral, _ arain  You got it wrong . Tuxedo mehenga pad raha tha bechare ko . Isliye wife ne cupboard se ise night suit laake de diya .  
31847,positive, Challo chalein main aur tum I want to go . I miss pakistan way too much . ðŸ˜:copyright:â¤ï¸  
14649,neutral, Madam mera RAM itna Nafarat karne ke layak nahi hai ... Jai ShrRam sunne se Problem kyon hai ? No offense just asking ma'am  
8616,negative, _ 2727 Or Musalman log to na hi bole to behtar hai ye Jain Dharm ho ya koi v Dharm ho muslim Ko chod kr sabko â€¦  // t . co / cwoPsNlm5z  
30209,neutral,. # RanbirKapoor get nostalgic with Balam Pichkari as  cheers for them Watch the v â€¦  // t . co / gXHy6m3e1m  
9687,negative,E Rajsthan ki halat hai in mullo des se bahar kro ya Hindu ko khud ladne ki aazadi do aur hm per koi section na lag â€¦  // t . co / XgIkSrQyfo  
18441,neutral, _ thinker     _ in  ye video tere jaison ki sulgane ke liye hi banaya gaya hai ... ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚  
411,positive, _ bharti Baby aap dusro ki respect kro dusre apki karainge Har baat mei burai na nikalo just show love or dont say anything  
5066,neutral,  we are so close to 1M !!! rt this or you â€:trade_mark: re jihyophobic  // t . co / QvHgKs9rhJ  
10309,negative, _ AIMIM Hame milte hai # Chutiye aksar Lekin Aaj tum mile to # Chutiyapan ki # Defination Pta chal gyi Wah m â€¦  // t co / 6Ix51tq6U3  
43477,negative, re harami ka bacha kitna Paisa katega account se bc hamara Paisa kaat ke Apne baap  La â€¦  // t . co / T727RS3Bk4  
3168,negative, _ Is _ Lov  Aaj hi dhundhe mile hume bhi ðŸ˜‚. Poora pintua gang hi suspend ho gaya tha ðŸ˜‚  
25810,negative,    Sale chutiye aurat k piche chip k uski chut paane mard bn r â€¦  // t co / Z4Okv5VYRi  
10015,negative, o kisy mirasi ka bacha aik kuty se zayda oqat ni hai teri or wo bhi btana jo to apni baji ko bani g â€¦  // t . co / iQL2DUlgml  
9058,neutral, So when are you quitting politics which you're trying to play ? Na BJP k rahe Congress k bhi nhi r â€¦  // t . co / oCEuCFnvpC  
39082,neutral,DHAK BAJA KASHOR BAJA Video Song || Shreya Ghoshal || Jeet Gannguli || Durga Puja Special Songs 2016  // t . co / Rhp9D8y8N4  
24909,neutral, _ Han naw or ab to trust krty wy dar lgta is lye no more best friends ðŸ:trade_mark:‚ Nothing's good zaleel hi hta bnda ðŸ:trade_mark:ƒ  
27288,negative,  Tu saale kutte ki oulad he Haram ke Jane Teri MA ne tere Baap ke baare me nahi ba â€¦  // t . co / hGYnfb7xKR  
855,positive,  Prophecy of Dr . Zulvoron of France about Saint Rampal Ji Maharaj # WorldVictoriousSaint The followers of that great sp â€¦  
16882,negative, Ye sab news quint k paas hi rahti hai kya ? Fake news failana band karo nahi to 52 se 5 pe chale jaoge  
26419,neutral, Congress ki sarker mai cylinder he gayab ho gaya tha  
10009,neutral,   While looking other state people tweets # TNNeedsHindi This is what we are telling # HindiImposition We TN â€¦  
14794,negative, jaise bjp apne chote karykartao ka bhi khayal rakhti hai u r doing something like that arent u ? good  
38831,positive, Many many Congratulations Sir Apke margdarsh main ab desh aur tarakki karega mujhe pura bharosa hai .  
25897,neutral,  _ Accountantt Lgta h yeh eid bg aese hi guzar jayegi kisi ny nh pucha what color are you wearing this eid ðŸ˜”ðŸ˜”  
34081,positive,  _ Ridzz Hayeeeeee janiii ðŸ’“ðŸ’“ðŸ’“ðŸ˜ðŸ˜ðŸ˜ thank you yrrrr for making my birthday more speciall ðŸ’“ðŸ’“ðŸ˜ðŸ‘­ Allah blessed you  // t . co / 3t6S0r â€¦  
4436,neutral,  Ji ji i know mehnat ka hai tb he to free ka socha bhi nahi ðŸ˜‹ well i'll send u snaps and â€¦  // t . co / K6irZ1xvuG  
9091,neutral,  # WATCH Rahul Gandhi in SolanHimachal Pradesh Narendra Modi ne apne cabinet ko notebandi ke samay racecourse road mein taale se b â€¦  
9575,neutral,  Is there a 4ocean program here sa Philippines ? If naa where do I sign upc  // tco / 74ptRtVoAd  
10382,neutral, jdu ko ministry m spaces Milana chahienhi to bjp ke lie bura din sura hoga bihar mmp ka 303 seats Mi â€¦  // t . co / BMsUeAPsX2  
12917,neutral,  _ 2244 Piya Santra Daughter of Bablu Santra Martyr of Pulwama attack going to New Delhi for taking part in the oath taking cerem â€¦  
32892,negative,  Abe bhosdi k abhi 4 din phle jantaa ne hi BJP ko bhumat se chunaa hai . Kyu tu bhi chutta â€¦  // t . co / ksoxr1J8YP  
30321,positive,  Their smiles make us smile ðŸ˜ðŸ:trade_mark:Œ Happy # NationalSmileDay to our bbs  _ twt âœ¨ # BTS # BTSARMY  // t . co / rwobB3kOzR  
14050,positive, Aabhari hai ji aap ki baato ka Shukriya ji  // t co / B6HBUuIu6D  
10655,positive,  _ bighit A bit sad that don't have Our Summer But they did amzing !! Thanks so much iHeart for give â€¦  // t . co / oBU7D66cFF  
11989,positive,  Resignation drama khatm ... Mummy ne samjha diya beta u r the best ... u born to live like King o â€¦  // t . co / jkU4gETC0m  
18235,negative,  Ya sale jinke koiya aukat nahi bol rahe hai jis bgwan ka name par vote mag rahe hai mande â€¦  // t . co / 5UYWjM32oO  
17732,neutral,   Are nahi bhai Aisa nahi hai woh doosra wala president jo Modi ji se tu tadak s â€¦  // t . co / Dv1scQ5RZv  
24386,negative, __ Ahmad Kin shero ke behan hai yeh jo madarchud bhage hoey hain randi dalli  
21519,positive,Unconditional Love ðŸ¤£ðŸ˜‚ # love # yqbaba # yqdidi # yqlove # excitement # sillyheart Read my thoughts on  at â€¦  // t . co / ygxL5hTU3l  
7046,neutral, Wow you â€:trade_mark: re very polite I like that Chalo all forgotten Koi ni If you â€:trade_mark: re saying it â€:trade_mark: s in good humou â€¦  // t co / FLJzgW2tAT  
34701,positive,ðŸµï¸ Good morning my Rockstar papa  ji ðŸµï¸ ðŸŒ³ Plz bless me more sewa sumiran parmarth ka ba â€¦  // t . co / lT1cWPvBFp  
10675,negative, Mulle mandir me ghus ke meat khake hindu dharm ka manaj bana rahe the .. Sooto mc ko ... Lathh se peeto .â€¦  // t . co / T4X8y9eEA5  
15408,positive,  # WomenOfCourage With Rehmat of Saint . Dr 's Saint Dr  g Insan A Unique initiative Starte â€¦  
4106,positive,Congratulations modi ji We love you Up jaisa insan bhagwan ak bar bhejta ha sab thik karne k lia Up sachme koi â€¦  // t co / TuzG0a1kYP  
32410,neutral,Modi Ji ko dubara # PM banane ke chakkar me # Cricket World cup kab aa gya pata hi nahi chala After modi Ji politi â€¦  // t co / W34nXCi3Se  
20623,neutral, Hope you firmly strapped your pooch to the roof of your clown car before you got into that â€œ lane .â€ Note it â€:trade_mark: s not a lane .  
12494,positive,ðŸŒº Good Morning  Papa ji ...ðŸŒºðŸ’• Bless me for Sewa Simrn n Parmarth Rabb ji ..ðŸ:trade_mark:‡â€â:trade_mark:€ï¸ Dhan dhan satguru tera â€¦  // t . co / 8OQTTKD8nM  
37757,neutral,  Can â€:trade_mark: t wait to crack on with the mission tomorrow . So much to do . Going to be exploring my podcast and video content plan â€¦  
2626,negative,  à¤¬à¤¹à¥à¤¤ à¤¬à¤¹à¥à¤¤ à¤¬à¤§à¤¾à¤‡à¤¯à¤¾à¤‚ sir jiiwe expect a lot from you you are having a big belief of our nat â€¦  // t . co / 0zIMZUkJGT  
4897,negative,  Gujarat Horrifying . BJP MLA Balram Thawani kicks a woman thrashes her mercilessly . Allegedly cuz she was protesting ag â€¦  
31832,negative,Congress nhi haari hai 45 saal ka record berojgaar hara hai kaladhan bharashtachar dekonetisation education ye â€¦  // t . co / FN8BhGixaf  
38352,positive,  Aur haan BIHDAY manao ! KHUSH RAHO PYAAR KARO SABSE AND BAS HASTI RAHO SMILE KARO ! Love love and only Love to my nee â€¦  
36697,positive, Dear Imramkhan ... evrthig is psble ... If u like to a very good realation with india so plz flow the rul â€¦  // t . co / RKhJaAMgck  
15891,neutral, Hello madam publice pagl ni jo nikkme log ko slect krti h publice ne slect kiya h bo soch smj kr hi slec â€¦  // t . co / UnoHzQFpYL  
11538,negative,  Congression ne secularism ke Naam par deshhit Ko balidaan kar diya tha Lekin ab rashatarb â€¦  // t . co / H6PVa2W96e  
10674,neutral, My great grandfather pt mehanga ram Ji was girdawar at gilgit till the time of partition He served for 40 years there  
3289,negative,  Jab palley sattu hi nahi party k to media channels pr jakr kroge bhi kya ?  
14841,neutral,  Thats good now you know . Please visit anynearby base . Appko sharbat pilana hai  
25242,neutral, _ 120159   Bina licence walo ki entry nahi honi chahiye future me koi problem hone se s â€¦  // t . co / G5pzM33ajl  
10676,neutral, _ messs Bahot ganda kiya ðŸ˜‚ aur tu yha emotional ho gyi ðŸ˜‘ðŸ˜‚  
24159,positive, Maja a jata apke tweet pdhne me i just wait for ur tweets . ... awesome girl  
6212,positive,  Happy birthday to one of the most versatile actresses of ITV A graceful hardworking and a superbly talented beauty ; who c â€¦  
10881,neutral, _ Diva Band mutthi laakh ki khul jaaye to khaakh ki and still after 1857 took 100years for people to come tog â€¦  // t co / D3GVHaoO7i  
22718,neutral,       â€¦  // t . co / oc8fros90q  
6616,negative,  Shame on u .. agr tmhare bety ko lapata kia jae khair sy or pir os ko sar ma goli mar kr helic â€¦  // t . co / OcOQuXeInz  
33579,positive,I request modiji Aaj tk aap iss desh ka beta hone pr garv mahsus karte rhe h Hume bhi aapse puri ummid h ki Iss des â€¦  // t co / 4lWssOYNe8  
7862,positive, __  _ arshaa  _ suleman   _ Away _ yrr  Dafadoor Thank u Jani ðŸ˜˜ðŸ˜˜ðŸ˜˜. Bara Pyar Aa raha tum â€¦  // t . co / KGomgbAzpA  
28002,negative, _ sumaya     _ Speaks  _ national Owaisi gandi rajneeti karta h isko bahar nikalo  
36232,neutral, Dekho bde bhai jo bhi h n bhai Agar app duniya HI dekh lo sbse jyda pyar log Salman bhai s hi krt â€¦  // t . co / MxtPenxJrS  
9501,negative, _ sharma Sale tab bol raha tha time magazine pe ab kaya hua vo shrif vote kharab karne keliye Kiya gaya tha â€¦  // t co / YR4cN9slyz  
20552,negative, Kisan bhikari nahi hai Anna DATA HAI KISANO KO GHODA BANAIYE LAGADA GADHA NAHI UNKO APNA GHAR A â€¦  // t . co / 2jRJGVta2r  
31528,negative,Ye soach kyon h ki muslimo ka bikash muslim hin kar sakta h hindu nahi .... Ky ye khangressi sarkar h jo sirf paise â€¦  // t . co / Cbtkak386Y  
33520,negative,  Ab bewaquf banane ka waqat gia . Yeh sb se bara chor nikla . Bayman chor munafiq dh â€¦  // t . co / 3Ig4fBthPp  
4532,negative, _ Ye hindu nh h inka religion h terrorists hindu b hn to ase nh hote r is trha k sare terrorist india â€¦  // t . co / 9xuInlisYQ  
1280,negative, __ Congressi kutto ne to Humare Desh ka itihaas hi badal diya bata diya Ki takle Ne hath me chadi pakad â€¦  // t co / gmoV08AiiO  
11396,negative,Naw just really ugly weather until BAM sunlight all day every day for 4 months ðŸ¤£ðŸ”¥  // t co / ZLfjLHooGq  
34672,positive, Ladkiyon ko kaho kahin or jaye ... Ye dil hai dil dhramshala nahin hai ... ðŸ’œâ¤ ek hi hai jisme bahut kam â€¦  // t . co / 7x0uUKBHTs  
19256,neutral,Osm saramanoy Cong pm modi ji I hop sir aap 200 company lane me safal rehege jis se berojgar logo ko rojgar mil sake  
15790,neutral, Per Sonipat ka Kya Sonipat me BJP is city ko bekar bna ke rakh Diya hai govt hospital band pada ha â€¦  // t co / IiKbD5zBVe  
26114,neutral,Zindagi ke iss safar me utaar chadhav to bahut hain Lekin hume dhairya se kaam lena chahiye Mere aur logo ki soch â€¦  // t co / WqxdfBshz7  
23552,positive,  I love Jhin but Sona's right . That's why I love Jhin . I love pretentious assholes . Hipster elitism is my brand and I'm f â€¦  
27725,neutral, I was about to write about the cutoff too ... Wo to aur kharab kar Raha hai .. matter ko . Ekdum bekar bekar â€¦  // t . co / 4ijPt3jkoO  
17851,neutral,# KabirSingh's song # TujheKitnaChahneLage # ShahidKapoor # KiaraAdvani starrer to release tomorrow  â€¦  // t co / tQzc4wbjUF  
39391,neutral, Like we really care about what this painful dusri pidhi is up to It's time to miss all of next week  
1986,neutral,  EVM ki rigging nahi hui Hindu mind ki rigging ho chuki hai ' Aimim Chief Asaduddin owaisi ne kiu kaha ?  â€¦  
28323,neutral, Mehbooba Mufti aur Unki Baap ne Art 370 & 35A Ko bachane ki koshish ke chakkar me Baap gone & Mehbooba in waiting .  
42952,negative, Janta ke mandate ko band baaza baaraat bol rahe ho . Badhiya he . Wese tumhari aukat to kuch rahi na â€¦  // t . co / w5YHp2wCqd  
5930,neutral,  cant do vet before tomorrow morning abhi kon ho ga in islamabad ?  
9854,neutral,  _ roop  _ OffiCal  _ prash04  _ deepika006  _ Snehal  â€¦  // t . co / zOdVky6NLE  
11708,positive,Allah kabhi bhi kissi behen ya beti ko aisa dukh n'a day Allah Beshak sabr kernay waalon k bahut qareeb hain Insh â€¦  // t co / XOsAnZtCIp  
11795,neutral,  BJP ko public ka vote nahi chahiye . Yeh too EVM se jeet jayenge  
7935,positive, modi ko jeetana aur harana tumhari kaam hai yeah kaam jonnota ke nahi hai kyunki tumh jesa exi â€¦  // t co / jLzjxq61Ht  
18301,neutral,  Paki version of Siachin pe jawaan khade hai tum line me nahi khade ho sakte  // t co / qnQ5SrC1cG  
32916,neutral,Akwai Hisabi fa ! We'll be judged ! So what have you been up to khair ?? Sharr ? We can still make amends Allah's Mer â€¦  // t . co / i2qSZJgKhu  
5155,neutral, _ kamal Very Good Shabash from Punjab we are concerned about Blochistan Brothers God save our brothers from Sa â€¦  // t . co / beZpwL6vQ1  
18197,negative,This is the real qualifications required in new India Public ullu hai sab jaanti jai kekin dharm par vote Karti jai  // t . co / nM2dQSrwU1  
31573,positive,    _ FC Mein Hindustani hoon aur mera Mazhab - humanity aap agar aisa behuda sawaal na poochhe to meh â€¦  
30546,neutral,Jind Jaan 2019 Movie Trailer â€“ Rajvir Jawanda â€“ Sara Â  Sharmaa  // t . co / e6keNwOQCy  
11078,neutral,  Yeh is ko 1 month ka package den free ðŸ˜‚ðŸ˜‚ðŸ˜‚ tb hee khush ho ga yeh ðŸ˜…ðŸ˜…ðŸ˜…  
13605,negative,  Lanat hai aisi riyasat py jo logon ko protection provide nhi kr skti  
28312,neutral, _ haaa _ mmm I wAnt you as my lock screen  
19083,negative, I just don â€:trade_mark: t understand why PTI government is not pursuing a case against this witch for forging doc â€¦  // t . co / R5pRhGvtpW  
10582,positive, ' Jai Bhim ' Aadarniya Bahenji--Aap sarvpratham kewal - Har Parivar Ek - Pakki Sarkari Naukri ka hi â€¦  // t co / XNqCGkfqT8  
8370,negative,  _ by _ two Toh Tera Baap Narendra Modi Toh Sabse Bada Bakchodi Hai ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Joh Apni Biwi Kaa Nahi Hua Woh D â€¦  // t . co / XNvSmq36zO  
13807,neutral,   _ INC Dr Ashok Tanwar ji Jindabad Rahul Ghandi Jindabad  
17179,positive, _ malik Roz Ek Hazar Rakat namaz last three day of Ramazanul Mubarak parh lijiye ... Insha-Alllah dua Qubo â€¦  // t . co / 5pkDUwENJQ  
14626,neutral,  One day to go !! Are you excited for # Abhinetry2 !! BOOK YOUR TICKETS  // t co / tqAiLgFq4l # Abhinetry2onmay31s â€¦  
